driver_id,vehicle_type,driver_rating,driver_status
DRV02117,motor,3.66,aktif
DRV02118,mobil,3.75,nonaktif
DRV02119,mobil,4.86,aktif
DRV02120,mobil,3.87,nonaktif
DRV02121,mobil,4.64,nonaktif
DRV02122,motor,4.05,aktif
DRV02123,mobil,4.34,nonaktif
DRV02124,mobil,4.32,aktif
DRV02125,motor,3.56,aktif
DRV02126,motor,3.68,aktif
DRV02127,mobil,3.55,aktif
DRV02128,mobil,4.34,nonaktif
DRV02129,motor,4.93,aktif
DRV02130,mobil,4.35,nonaktif
DRV02131,motor,4.88,nonaktif
DRV02132,motor,4.74,aktif
DRV02133,mobil,4.7,nonaktif
DRV02134,mobil,4.7,aktif
DRV02135,motor,4.21,nonaktif
DRV02136,mobil,3.95,nonaktif
DRV02137,motor,3.85,aktif
DRV02138,motor,4.21,aktif
DRV02139,mobil,3.62,aktif
DRV02140,motor,4.29,nonaktif
DRV02141,mobil,4.53,aktif
DRV02142,motor,3.72,aktif
DRV02143,motor,3.62,nonaktif
DRV02144,mobil,3.95,nonaktif
DRV02145,motor,4.1,nonaktif
DRV02146,motor,4.49,aktif
DRV02147,motor,4.8,nonaktif
DRV02148,mobil,4.12,nonaktif
DRV02149,mobil,4.48,aktif
DRV02150,motor,4.03,nonaktif
DRV02151,mobil,3.88,aktif
DRV02152,motor,3.84,nonaktif
DRV02153,motor,4.22,nonaktif
DRV02154,mobil,4.6,aktif
DRV02155,motor,3.52,nonaktif
DRV02156,mobil,3.71,aktif
DRV02157,motor,4.1,aktif
DRV02158,mobil,3.57,aktif
DRV02159,mobil,4.0,aktif
DRV02160,motor,3.7,nonaktif
DRV02161,motor,3.9,nonaktif
DRV02162,motor,4.43,nonaktif
DRV02163,motor,3.64,aktif
DRV02164,motor,4.35,nonaktif
DRV02165,mobil,4.5,aktif
DRV02166,motor,4.03,aktif
DRV02167,motor,3.68,aktif
DRV02168,mobil,3.69,aktif
DRV02169,motor,4.95,nonaktif
DRV02170,motor,4.75,aktif
DRV02171,mobil,4.38,aktif
DRV02172,motor,4.02,nonaktif
DRV02173,mobil,4.72,aktif
DRV02174,mobil,4.76,nonaktif
DRV02175,motor,3.92,aktif
DRV02176,motor,4.86,nonaktif
DRV02177,mobil,4.75,nonaktif
DRV02178,mobil,4.54,aktif
DRV02179,mobil,4.87,nonaktif
DRV02180,mobil,4.74,nonaktif
DRV02181,motor,4.08,nonaktif
DRV02182,motor,4.28,aktif
DRV02183,motor,3.77,nonaktif
DRV02184,mobil,3.85,nonaktif
DRV02185,mobil,4.22,nonaktif
DRV02186,mobil,3.79,nonaktif
DRV02187,motor,4.44,nonaktif
DRV02188,mobil,4.43,nonaktif
DRV02189,mobil,3.75,nonaktif
DRV02190,mobil,4.21,nonaktif
DRV02191,mobil,4.63,nonaktif
DRV02192,motor,4.84,aktif
DRV02193,motor,4.42,aktif
DRV02194,motor,3.91,aktif
DRV02195,mobil,3.69,nonaktif
DRV02196,mobil,4.94,aktif
DRV02197,motor,4.35,aktif
DRV02198,motor,4.13,nonaktif
DRV02199,mobil,3.84,nonaktif
DRV02200,motor,3.93,aktif
DRV02201,mobil,4.07,aktif
DRV02202,motor,4.05,aktif
DRV02203,motor,3.83,aktif
DRV02204,motor,4.39,aktif
DRV02205,mobil,4.88,aktif
DRV02206,motor,4.52,aktif
DRV02207,mobil,3.86,aktif
DRV02208,mobil,3.78,aktif
DRV02209,mobil,3.97,aktif
DRV02210,mobil,4.24,nonaktif
DRV02211,mobil,4.36,aktif
DRV02212,motor,4.45,nonaktif
DRV02213,motor,4.88,aktif
DRV02214,motor,4.97,nonaktif
DRV02215,mobil,4.7,aktif
DRV02216,motor,4.36,aktif
DRV02217,mobil,4.42,nonaktif
DRV02218,mobil,4.68,aktif
DRV02219,mobil,3.87,aktif
DRV02220,motor,3.75,aktif
DRV02221,mobil,4.2,aktif
DRV02222,mobil,3.99,aktif
DRV02223,motor,3.71,aktif
DRV02224,motor,4.55,aktif
DRV02225,mobil,3.95,nonaktif
DRV02226,mobil,3.6,nonaktif
DRV02227,mobil,3.72,nonaktif
DRV02228,motor,4.76,nonaktif
DRV02229,mobil,3.89,aktif
DRV02230,mobil,3.76,aktif
DRV02231,motor,4.1,nonaktif
DRV02232,motor,4.59,aktif
DRV02233,mobil,4.16,nonaktif
DRV02234,mobil,4.92,aktif
DRV02235,motor,3.96,aktif
DRV02236,mobil,4.38,nonaktif
DRV02237,mobil,4.78,aktif
DRV02238,mobil,3.76,nonaktif
DRV02239,motor,4.0,aktif
DRV02240,motor,4.74,aktif
DRV02241,motor,3.87,nonaktif
DRV02242,motor,3.92,aktif
DRV02243,motor,3.58,aktif
DRV02244,mobil,3.97,aktif
DRV02245,motor,3.94,nonaktif
DRV02246,mobil,3.53,nonaktif
DRV02247,motor,4.57,nonaktif
DRV02248,motor,3.58,aktif
DRV02249,mobil,3.57,aktif
DRV02250,mobil,3.57,aktif
DRV02251,motor,3.99,aktif
DRV02252,mobil,4.56,nonaktif
DRV02253,mobil,3.99,nonaktif
DRV02254,motor,4.71,nonaktif
DRV02255,motor,3.91,aktif
DRV02256,mobil,4.92,nonaktif
DRV02257,mobil,3.61,aktif
DRV02258,mobil,4.72,aktif
DRV02259,motor,3.98,aktif
DRV02260,mobil,4.66,aktif
DRV02261,motor,4.77,nonaktif
DRV02262,motor,4.02,aktif
DRV02263,mobil,4.42,nonaktif
DRV02264,motor,4.42,nonaktif
DRV02265,motor,4.0,nonaktif
DRV02266,mobil,4.04,aktif
DRV02267,mobil,4.15,aktif
DRV02268,motor,4.94,aktif
DRV02269,mobil,4.11,aktif
DRV02270,mobil,3.68,nonaktif
DRV02271,motor,4.77,aktif
DRV02272,mobil,4.84,nonaktif
DRV02273,motor,3.97,aktif
DRV02274,motor,4.19,aktif
DRV02275,mobil,3.56,aktif
DRV02276,motor,3.97,nonaktif
DRV02277,mobil,4.5,nonaktif
DRV02278,mobil,4.19,aktif
DRV02279,mobil,3.78,aktif
DRV02280,mobil,3.54,aktif
DRV02281,motor,3.66,aktif
DRV02282,mobil,4.65,nonaktif
DRV02283,motor,4.77,aktif
DRV02284,motor,4.23,aktif
DRV02285,motor,3.56,nonaktif
DRV02286,motor,4.08,aktif
DRV02287,motor,4.11,nonaktif
DRV02288,mobil,3.63,nonaktif
DRV02289,mobil,4.9,aktif
DRV02290,mobil,4.44,nonaktif
DRV02291,mobil,4.99,aktif
DRV02292,mobil,4.22,aktif
DRV02293,motor,4.22,aktif
DRV02294,mobil,3.73,aktif
DRV02295,motor,4.51,nonaktif
DRV02296,mobil,3.73,aktif
DRV02297,mobil,3.82,nonaktif
DRV02298,mobil,3.53,aktif
DRV02299,motor,4.94,aktif
DRV02300,motor,4.65,nonaktif
DRV02301,mobil,3.65,nonaktif
DRV02302,mobil,4.97,aktif
DRV02303,mobil,4.19,aktif
DRV02304,mobil,4.08,nonaktif
DRV02305,motor,4.92,nonaktif
DRV02306,mobil,4.17,aktif
DRV02307,mobil,4.64,aktif
DRV02308,motor,4.14,nonaktif
DRV02309,mobil,3.57,nonaktif
DRV02310,mobil,3.81,nonaktif
DRV02311,motor,4.89,aktif
DRV02312,motor,4.87,nonaktif
DRV02313,motor,4.38,aktif
DRV02314,motor,4.58,aktif
DRV02315,mobil,4.29,nonaktif
DRV02316,mobil,4.0,aktif
DRV02317,motor,4.66,nonaktif
DRV02318,mobil,4.69,aktif
DRV02319,motor,3.65,nonaktif
DRV02320,mobil,3.66,aktif
DRV02321,mobil,3.66,nonaktif
DRV02322,mobil,4.51,aktif
DRV02323,motor,3.72,aktif
DRV02324,motor,4.93,nonaktif
DRV02325,mobil,3.98,aktif
DRV02326,mobil,3.94,aktif
DRV02327,motor,4.5,aktif
DRV02328,mobil,4.1,nonaktif
DRV02329,motor,4.28,nonaktif
DRV02330,motor,3.96,aktif
DRV02331,mobil,3.82,aktif
DRV02332,mobil,3.87,aktif
DRV02333,motor,3.54,aktif
DRV02334,mobil,3.84,aktif
DRV02335,mobil,4.43,aktif
DRV02336,motor,4.24,nonaktif
DRV02337,motor,4.16,nonaktif
DRV02338,mobil,4.99,nonaktif
DRV02339,mobil,3.73,nonaktif
DRV02340,motor,4.04,nonaktif
DRV02341,motor,3.72,aktif
DRV02342,mobil,4.67,nonaktif
DRV02343,motor,3.51,aktif
DRV02344,motor,3.56,aktif
DRV02345,mobil,3.56,nonaktif
DRV02346,mobil,4.18,aktif
DRV02347,motor,4.04,nonaktif
DRV02348,motor,4.74,aktif
DRV02349,motor,4.66,aktif
DRV02350,mobil,3.6,nonaktif
DRV02351,mobil,3.57,aktif
DRV02352,motor,3.83,aktif
DRV02353,mobil,4.29,nonaktif
DRV02354,mobil,4.23,aktif
DRV02355,mobil,4.7,nonaktif
DRV02356,motor,3.99,nonaktif
DRV02357,mobil,4.42,nonaktif
DRV02358,mobil,3.95,aktif
DRV02359,motor,3.74,nonaktif
DRV02360,motor,3.88,nonaktif
DRV02361,motor,4.59,aktif
DRV02362,mobil,3.85,aktif
DRV02363,mobil,4.05,aktif
DRV02364,motor,4.76,aktif
DRV02365,motor,4.54,nonaktif
DRV02366,mobil,4.45,aktif
DRV02367,mobil,4.68,aktif
DRV02368,mobil,3.51,aktif
DRV02369,motor,3.9,aktif
DRV02370,motor,4.75,aktif
DRV02371,mobil,4.77,nonaktif
DRV02372,motor,4.83,nonaktif
DRV02373,mobil,4.34,aktif
DRV02374,mobil,3.6,aktif
DRV02375,motor,3.89,nonaktif
DRV02376,motor,3.8,aktif
DRV02377,motor,3.67,aktif
DRV02378,mobil,3.51,nonaktif
DRV02379,motor,4.55,aktif
DRV02380,motor,3.97,aktif
DRV02381,mobil,4.81,aktif
DRV02382,mobil,3.97,aktif
DRV02383,mobil,4.12,nonaktif
DRV02384,motor,4.71,nonaktif
DRV02385,mobil,3.65,nonaktif
DRV02386,motor,3.6,aktif
DRV02387,motor,3.89,nonaktif
DRV02388,mobil,3.91,nonaktif
DRV02389,motor,4.92,aktif
DRV02390,mobil,3.99,nonaktif
DRV02391,mobil,4.69,nonaktif
DRV02392,mobil,3.54,aktif
DRV02393,mobil,3.9,nonaktif
DRV02394,motor,4.41,aktif
DRV02395,motor,4.41,aktif
DRV02396,mobil,4.62,nonaktif
DRV02397,motor,3.78,nonaktif
DRV02398,mobil,3.61,nonaktif
DRV02399,motor,3.84,nonaktif
DRV02400,mobil,4.03,aktif
DRV02401,motor,4.02,nonaktif
DRV02402,motor,3.63,aktif
DRV02403,motor,3.54,nonaktif
DRV02404,mobil,3.94,aktif
DRV02405,motor,3.98,nonaktif
DRV02406,motor,4.08,nonaktif
DRV02407,motor,3.59,nonaktif
DRV02408,mobil,4.93,nonaktif
DRV02409,mobil,4.4,nonaktif
DRV02410,mobil,4.26,aktif
DRV02411,mobil,3.52,aktif
DRV02412,mobil,4.71,aktif
DRV02413,motor,4.88,nonaktif
DRV02414,mobil,3.51,aktif
DRV02415,mobil,4.23,aktif
DRV02416,mobil,3.97,nonaktif
DRV02417,motor,4.71,aktif
DRV02418,mobil,4.29,aktif
DRV02419,motor,4.16,nonaktif
DRV02420,motor,4.99,nonaktif
DRV02421,motor,3.76,aktif
DRV02422,mobil,3.93,aktif
DRV02423,mobil,4.0,nonaktif
DRV02424,mobil,3.92,aktif
DRV02425,motor,4.5,nonaktif
DRV02426,mobil,4.98,nonaktif
DRV02427,mobil,4.91,aktif
DRV02428,motor,4.22,aktif
DRV02429,motor,4.59,nonaktif
DRV02430,motor,4.86,aktif
DRV02431,mobil,4.43,aktif
DRV02432,mobil,4.44,nonaktif
DRV02433,motor,4.58,aktif
DRV02434,mobil,4.47,nonaktif
DRV02435,motor,3.66,nonaktif
DRV02436,motor,4.94,nonaktif
DRV02437,mobil,4.54,aktif
DRV02438,mobil,4.26,aktif
DRV02439,motor,4.69,nonaktif
DRV02440,mobil,4.79,aktif
DRV02441,motor,4.8,nonaktif
DRV02442,mobil,4.5,nonaktif
DRV02443,motor,4.99,aktif
DRV02444,mobil,4.36,aktif
DRV02445,mobil,4.88,nonaktif
DRV02446,mobil,4.91,nonaktif
DRV02447,motor,4.05,aktif
DRV02448,mobil,4.81,nonaktif
DRV02449,mobil,4.41,aktif
DRV02450,motor,4.08,nonaktif
DRV02451,motor,4.09,aktif
DRV02452,mobil,4.63,nonaktif
DRV02453,mobil,4.1,nonaktif
DRV02454,motor,3.65,nonaktif
DRV02455,mobil,4.04,aktif
DRV02456,motor,4.4,aktif
DRV02457,mobil,4.49,nonaktif
DRV02458,motor,4.59,nonaktif
DRV02459,mobil,4.93,aktif
DRV02460,mobil,3.98,aktif
DRV02461,mobil,3.54,aktif
DRV02462,mobil,4.98,aktif
DRV02463,motor,4.5,aktif
DRV02464,motor,3.62,nonaktif
DRV02465,mobil,3.61,aktif
DRV02466,mobil,3.79,nonaktif
DRV02467,mobil,4.95,aktif
DRV02468,motor,4.92,aktif
DRV02469,motor,3.57,aktif
DRV02470,motor,4.3,nonaktif
DRV02471,mobil,4.75,aktif
DRV02472,mobil,4.22,aktif
DRV02473,motor,3.61,nonaktif
DRV02474,mobil,4.29,nonaktif
DRV02475,mobil,4.92,aktif
DRV02476,mobil,4.78,nonaktif
DRV02477,mobil,4.59,aktif
DRV02478,motor,3.69,aktif
DRV02479,motor,4.82,aktif
DRV02480,mobil,3.82,aktif
DRV02481,mobil,4.73,aktif
DRV02482,mobil,4.08,aktif
DRV02483,motor,3.73,nonaktif
DRV02484,mobil,4.65,nonaktif
DRV02485,motor,4.14,aktif
DRV02486,mobil,4.87,aktif
DRV02487,mobil,4.77,nonaktif
DRV02488,mobil,3.52,aktif
DRV02489,motor,3.84,aktif
DRV02490,motor,4.49,nonaktif
DRV02491,motor,4.68,aktif
DRV02492,mobil,4.71,aktif
DRV02493,motor,4.07,aktif
DRV02494,mobil,4.37,nonaktif
DRV02495,motor,4.9,nonaktif
DRV02496,motor,4.86,nonaktif
DRV02497,mobil,3.89,nonaktif
DRV02498,motor,4.7,nonaktif
DRV02499,mobil,4.26,aktif
DRV02500,motor,3.96,aktif
DRV02501,motor,3.57,nonaktif
DRV02502,motor,4.41,aktif
DRV02503,mobil,4.34,nonaktif
DRV02504,motor,4.76,nonaktif
DRV02505,mobil,4.39,aktif
DRV02506,mobil,4.55,aktif
DRV02507,mobil,4.3,aktif
DRV02508,motor,4.88,aktif
DRV02509,motor,3.52,nonaktif
DRV02510,mobil,4.93,nonaktif
DRV02511,motor,3.67,aktif
DRV02512,mobil,4.09,aktif
DRV02513,motor,3.72,nonaktif
DRV02514,mobil,3.61,aktif
DRV02515,motor,4.43,nonaktif
DRV02516,mobil,4.2,aktif
DRV02517,mobil,4.96,aktif
DRV02518,mobil,4.97,nonaktif
DRV02519,mobil,3.6,aktif
DRV02520,mobil,4.58,nonaktif
DRV02521,motor,3.61,nonaktif
DRV02522,motor,4.98,nonaktif
DRV02523,motor,3.83,nonaktif
DRV02524,motor,4.94,nonaktif
DRV02525,mobil,4.79,aktif
DRV02526,motor,3.74,nonaktif
DRV02527,motor,3.81,aktif
DRV02528,motor,4.31,nonaktif
DRV02529,mobil,4.93,aktif
DRV02530,motor,4.37,aktif
DRV02531,mobil,4.99,aktif
DRV02532,mobil,3.83,aktif
DRV02533,motor,3.56,nonaktif
DRV02534,motor,3.62,nonaktif
DRV02535,motor,4.57,nonaktif
DRV02536,mobil,4.32,aktif
DRV02537,motor,3.5,aktif
DRV02538,motor,3.6,nonaktif
DRV02539,motor,4.33,aktif
DRV02540,mobil,3.88,aktif
DRV02541,mobil,4.52,aktif
DRV02542,mobil,4.42,nonaktif
DRV02543,motor,4.44,nonaktif
DRV02544,motor,3.74,nonaktif
DRV02545,mobil,4.0,aktif
DRV02546,motor,4.94,aktif
DRV02547,motor,4.27,nonaktif
DRV02548,mobil,4.57,aktif
DRV02549,mobil,4.82,aktif
DRV02550,motor,3.52,nonaktif
DRV02551,motor,4.99,aktif
DRV02552,motor,3.86,aktif
DRV02553,motor,4.62,aktif
DRV02554,motor,4.56,aktif
DRV02555,mobil,4.52,nonaktif
DRV02556,motor,4.99,nonaktif
DRV02557,motor,4.36,nonaktif
DRV02558,motor,4.77,aktif
DRV02559,motor,4.81,nonaktif
DRV02560,motor,3.69,nonaktif
DRV02561,mobil,4.75,nonaktif
DRV02562,mobil,3.51,aktif
DRV02563,motor,3.88,nonaktif
DRV02564,mobil,3.6,aktif
DRV02565,mobil,3.65,nonaktif
DRV02566,mobil,4.37,aktif
DRV02567,motor,4.53,nonaktif
DRV02568,mobil,4.68,nonaktif
DRV02569,motor,3.65,aktif
DRV02570,mobil,4.11,aktif
DRV02571,mobil,4.75,aktif
DRV02572,motor,4.38,nonaktif
DRV02573,motor,3.68,aktif
DRV02574,mobil,4.73,nonaktif
DRV02575,mobil,3.65,aktif
DRV02576,motor,3.99,aktif
DRV02577,mobil,4.06,aktif
DRV02578,motor,3.7,aktif
DRV02579,mobil,4.25,aktif
DRV02580,mobil,4.47,nonaktif
DRV02581,motor,4.02,nonaktif
DRV02582,motor,4.93,nonaktif
DRV02583,mobil,4.99,aktif
DRV02584,mobil,4.62,aktif
DRV02585,mobil,3.57,aktif
DRV02586,motor,3.67,nonaktif
DRV02587,motor,4.73,nonaktif
DRV02588,mobil,4.75,nonaktif
DRV02589,mobil,4.56,aktif
DRV02590,mobil,3.56,aktif
DRV02591,mobil,3.91,aktif
DRV02592,motor,3.53,nonaktif
DRV02593,motor,4.56,nonaktif
DRV02594,motor,4.76,nonaktif
DRV02595,motor,4.7,nonaktif
DRV02596,motor,3.77,aktif
DRV02597,mobil,4.94,nonaktif
DRV02598,mobil,4.49,nonaktif
DRV02599,motor,3.57,nonaktif
DRV02600,mobil,4.16,nonaktif
DRV02601,mobil,4.4,aktif
DRV02602,motor,4.52,nonaktif
DRV02603,motor,3.53,nonaktif
DRV02604,mobil,4.2,aktif
DRV02605,mobil,4.81,nonaktif
DRV02606,motor,3.63,nonaktif
DRV02607,motor,4.32,nonaktif
DRV02608,mobil,4.87,aktif
DRV02609,motor,4.82,aktif
DRV02610,motor,3.67,aktif
DRV02611,motor,4.07,nonaktif
DRV02612,motor,3.51,aktif
DRV02613,mobil,4.19,aktif
DRV02614,motor,4.51,aktif
DRV02615,motor,4.53,nonaktif
DRV02616,mobil,4.09,aktif
DRV02617,motor,4.62,nonaktif
DRV02618,motor,4.2,nonaktif
DRV02619,mobil,4.9,aktif
DRV02620,motor,4.28,nonaktif
DRV02621,mobil,4.82,aktif
DRV02622,mobil,4.6,nonaktif
DRV02623,motor,4.32,nonaktif
DRV02624,motor,4.95,nonaktif
DRV02625,mobil,4.55,aktif
DRV02626,motor,4.47,nonaktif
DRV02627,motor,4.24,nonaktif
DRV02628,mobil,4.67,nonaktif
DRV02629,mobil,4.53,nonaktif
DRV02630,mobil,3.92,aktif
DRV02631,mobil,4.1,aktif
DRV02632,mobil,3.7,nonaktif
DRV02633,mobil,4.48,nonaktif
DRV02634,mobil,4.75,aktif
DRV02635,mobil,3.55,nonaktif
DRV02636,motor,4.01,aktif
DRV02637,mobil,4.93,aktif
DRV02638,mobil,4.72,nonaktif
DRV02639,mobil,4.26,nonaktif
DRV02640,mobil,4.26,aktif
DRV02641,mobil,3.99,aktif
DRV02642,mobil,4.22,nonaktif
DRV02643,motor,4.99,aktif
DRV02644,mobil,4.76,aktif
DRV02645,motor,4.99,aktif
DRV02646,mobil,4.2,nonaktif
DRV02647,motor,4.82,aktif
DRV02648,mobil,4.49,aktif
DRV02649,mobil,4.26,aktif
DRV02650,mobil,4.38,aktif
DRV02651,motor,3.8,nonaktif
DRV02652,mobil,3.52,aktif
DRV02653,mobil,4.37,nonaktif
DRV02654,motor,4.93,nonaktif
DRV02655,motor,4.59,aktif
DRV02656,motor,4.65,aktif
DRV02657,mobil,3.97,aktif
DRV02658,mobil,3.86,nonaktif
DRV02659,motor,3.93,nonaktif
DRV02660,motor,3.89,aktif
DRV02661,motor,3.71,aktif
DRV02662,motor,3.9,nonaktif
DRV02663,motor,3.94,nonaktif
DRV02664,motor,4.38,nonaktif
DRV02665,mobil,4.05,nonaktif
DRV02666,motor,4.87,aktif
DRV02667,motor,3.56,aktif
DRV02668,mobil,3.88,aktif
DRV02669,mobil,4.96,nonaktif
DRV02670,mobil,4.35,nonaktif
DRV02671,mobil,3.67,aktif
DRV02672,motor,4.33,aktif
DRV02673,motor,4.93,aktif
DRV02674,mobil,4.52,aktif
DRV02675,mobil,3.99,nonaktif
DRV02676,mobil,3.66,aktif
DRV02677,motor,4.8,aktif
DRV02678,motor,4.05,nonaktif
DRV02679,mobil,4.13,nonaktif
DRV02680,motor,4.51,nonaktif
DRV02681,mobil,4.05,nonaktif
DRV02682,mobil,3.58,nonaktif
DRV02683,motor,4.56,nonaktif
DRV02684,motor,4.25,nonaktif
DRV02685,mobil,4.88,aktif
DRV02686,motor,4.47,nonaktif
DRV02687,mobil,4.79,aktif
DRV02688,motor,3.89,nonaktif
DRV02689,motor,3.54,aktif
DRV02690,motor,4.1,nonaktif
DRV02691,motor,4.92,nonaktif
DRV02692,motor,3.78,aktif
DRV02693,motor,3.59,nonaktif
DRV02694,mobil,4.92,aktif
DRV02695,mobil,3.66,aktif
DRV02696,mobil,4.46,nonaktif
DRV02697,motor,4.88,aktif
DRV02698,mobil,4.52,aktif
DRV02699,motor,3.58,aktif
DRV02700,mobil,3.96,aktif
DRV02701,mobil,4.15,nonaktif
DRV02702,motor,4.87,nonaktif
DRV02703,motor,4.59,aktif
DRV02704,motor,4.63,aktif
DRV02705,motor,4.61,aktif
DRV02706,mobil,4.67,aktif
DRV02707,motor,3.5,nonaktif
DRV02708,motor,3.54,aktif
DRV02709,motor,3.76,nonaktif
DRV02710,motor,4.8,aktif
DRV02711,motor,4.27,nonaktif
DRV02712,mobil,4.62,aktif
DRV02713,mobil,4.67,nonaktif
DRV02714,mobil,4.43,nonaktif
DRV02715,mobil,4.6,nonaktif
DRV02716,motor,4.84,aktif
DRV02717,motor,4.1,aktif
DRV02718,motor,4.54,aktif
DRV02719,motor,4.97,aktif
DRV02720,mobil,4.96,aktif
DRV02721,mobil,3.89,nonaktif
DRV02722,mobil,4.25,nonaktif
DRV02723,motor,4.61,nonaktif
DRV02724,mobil,4.11,nonaktif
DRV02725,motor,4.47,nonaktif
DRV02726,mobil,3.73,nonaktif
DRV02727,mobil,3.77,nonaktif
DRV02728,motor,4.18,nonaktif
DRV02729,mobil,4.2,nonaktif
DRV02730,motor,4.16,nonaktif
DRV02731,mobil,3.98,nonaktif
DRV02732,mobil,4.66,aktif
DRV02733,mobil,3.63,nonaktif
DRV02734,motor,4.32,aktif
DRV02735,mobil,4.28,aktif
DRV02736,motor,4.84,aktif
DRV02737,mobil,3.89,nonaktif
DRV02738,motor,3.5,aktif
DRV02739,mobil,3.61,nonaktif
DRV02740,motor,4.0,nonaktif
DRV02741,motor,4.69,aktif
DRV02742,mobil,4.07,nonaktif
DRV02743,mobil,4.45,aktif
DRV02744,mobil,4.37,aktif
DRV02745,motor,4.82,nonaktif
DRV02746,motor,4.33,nonaktif
DRV02747,motor,4.97,nonaktif
DRV02748,motor,4.76,aktif
DRV02749,motor,4.37,aktif
DRV02750,mobil,4.33,nonaktif
DRV02751,motor,4.9,aktif
DRV02752,mobil,3.5,nonaktif
DRV02753,mobil,4.81,aktif
DRV02754,mobil,3.76,nonaktif
DRV02755,mobil,4.47,aktif
DRV02756,mobil,4.74,aktif
DRV02757,mobil,3.84,nonaktif
DRV02758,mobil,4.6,nonaktif
DRV02759,mobil,4.55,nonaktif
DRV02760,mobil,3.62,aktif
DRV02761,mobil,4.96,aktif
DRV02762,motor,4.89,aktif
DRV02763,motor,4.51,aktif
DRV02764,motor,4.24,nonaktif
DRV02765,motor,4.59,aktif
DRV02766,mobil,3.57,nonaktif
DRV02767,mobil,4.35,aktif
DRV02768,motor,4.55,aktif
DRV02769,motor,3.62,aktif
DRV02770,mobil,4.05,nonaktif
DRV02771,mobil,4.47,nonaktif
DRV02772,motor,4.8,nonaktif
DRV02773,mobil,4.39,nonaktif
DRV02774,mobil,3.88,aktif
DRV02775,mobil,3.73,nonaktif
DRV02776,motor,3.58,aktif
DRV02777,mobil,3.93,nonaktif
DRV02778,motor,4.16,aktif
DRV02779,mobil,3.64,aktif
DRV02780,motor,4.19,aktif
DRV02781,mobil,4.68,nonaktif
DRV02782,mobil,4.07,aktif
DRV02783,mobil,4.65,aktif
DRV02784,mobil,4.02,aktif
DRV02785,mobil,3.95,aktif
DRV02786,mobil,4.28,nonaktif
DRV02787,motor,3.91,aktif
DRV02788,motor,3.82,nonaktif
DRV02789,mobil,3.76,aktif
DRV02790,mobil,4.17,nonaktif
DRV02791,mobil,3.54,nonaktif
DRV02792,motor,3.77,nonaktif
DRV02793,motor,3.98,nonaktif
DRV02794,motor,3.65,aktif
DRV02795,motor,4.54,aktif
DRV02796,mobil,4.7,aktif
DRV02797,mobil,4.12,nonaktif
DRV02798,mobil,4.39,aktif
DRV02799,motor,3.86,nonaktif
DRV02800,motor,4.25,aktif
DRV02801,motor,4.73,nonaktif
DRV02802,motor,4.48,aktif
DRV02803,motor,4.83,aktif
DRV02804,mobil,3.9,nonaktif
DRV02805,mobil,4.49,aktif
DRV02806,motor,4.0,nonaktif
DRV02807,mobil,4.32,aktif
DRV02808,mobil,4.88,aktif
DRV02809,motor,4.95,nonaktif
DRV02810,mobil,4.96,nonaktif
DRV02811,mobil,4.17,nonaktif
DRV02812,motor,3.94,aktif
DRV02813,mobil,4.94,nonaktif
DRV02814,mobil,4.52,aktif
DRV02815,motor,3.89,aktif
DRV02816,mobil,3.77,nonaktif
DRV02817,motor,4.71,nonaktif
DRV02818,motor,4.43,aktif
DRV02819,mobil,4.17,nonaktif
DRV02820,mobil,4.38,nonaktif
DRV02821,mobil,4.0,nonaktif
DRV02822,mobil,4.27,nonaktif
DRV02823,mobil,4.95,aktif
DRV02824,mobil,3.51,aktif
DRV02825,motor,4.12,aktif
DRV02826,mobil,4.94,nonaktif
DRV02827,motor,4.54,nonaktif
DRV02828,motor,4.98,aktif
DRV02829,mobil,4.07,aktif
DRV02830,motor,3.67,nonaktif
DRV02831,mobil,4.68,nonaktif
DRV02832,motor,4.13,nonaktif
DRV02833,mobil,3.68,aktif
DRV02834,mobil,4.11,nonaktif
DRV02835,motor,4.56,aktif
DRV02836,motor,4.95,nonaktif
DRV02837,motor,4.49,nonaktif
DRV02838,mobil,4.28,nonaktif
DRV02839,motor,3.65,aktif
DRV02840,motor,4.56,nonaktif
DRV02841,mobil,3.86,aktif
DRV02842,motor,4.76,aktif
DRV02843,mobil,3.6,nonaktif
DRV02844,motor,3.93,nonaktif
DRV02845,mobil,4.13,aktif
DRV02846,motor,3.7,aktif
DRV02847,motor,4.32,aktif
DRV02848,mobil,4.32,aktif
DRV02849,mobil,4.31,aktif
DRV02850,mobil,4.12,nonaktif
DRV02851,mobil,4.02,nonaktif
DRV02852,mobil,4.07,nonaktif
DRV02853,mobil,3.99,nonaktif
DRV02854,motor,4.28,aktif
DRV02855,motor,4.44,aktif
DRV02856,mobil,3.71,aktif
DRV02857,mobil,4.15,aktif
DRV02858,mobil,4.75,nonaktif
DRV02859,mobil,4.38,nonaktif
DRV02860,motor,4.31,aktif
DRV02861,mobil,4.17,aktif
DRV02862,mobil,3.73,aktif
DRV02863,motor,4.5,aktif
DRV02864,mobil,3.64,aktif
DRV02865,motor,4.62,aktif
DRV02866,motor,4.8,nonaktif
DRV02867,mobil,4.97,aktif
DRV02868,mobil,4.89,nonaktif
DRV02869,mobil,3.7,nonaktif
DRV02870,motor,4.21,nonaktif
DRV02871,mobil,4.97,aktif
DRV02872,motor,3.51,nonaktif
