location_id,city,province,region
LOC02592,Semarang,Kepulauan Riau,Bali
LOC02593,Tasikmalaya,Sulawesi Barat,jabodetabek
LOC02594,Blitar,Banten,JAWA TENGAH
LOC02595,Medan,Sumatera Selatan,jabodetabek
LOC02596,Cirebon,Sulawesi Barat,Jawa Barat
LOC02597,Gorontalo,Sulawesi Tengah,JAWA TENGAH
LOC02598,Pariaman,Kalimantan Tengah,jabodetabek
LOC02599,Palu,Kalimantan Utara,jabodetabek
LOC02600,Tual,Jawa Barat,jabodetabek
LOC02601,Payakumbuh,Kepulauan Bangka Belitung,jabodetabek
LOC02602,Banjar,Aceh,JAWA TENGAH
LOC02603,Serang,Kalimantan Selatan,jabodetabek
LOC02604,Kota Administrasi Jakarta Pusat,Papua,Jawa Barat
LOC02605,Pasuruan,Kepulauan Bangka Belitung,JAWA TENGAH
LOC02606,Magelang,Aceh,Bali
LOC02607,Meulaboh,Nusa Tenggara Timur,
LOC02608,Solok,Sulawesi Barat,Bali
LOC02609,Manado,Jawa Timur,jabodetabek
LOC02610,Tegal,Jambi,jabodetabek
LOC02611,Padang Sidempuan,Kalimantan Selatan,jabodetabek
LOC02612,Meulaboh,Bali,Jawa Barat
LOC02613,Tegal,Riau,JAWA TENGAH
LOC02614,Balikpapan,Kepulauan Bangka Belitung,Jawa Barat
LOC02615,Bogor,Nusa Tenggara Timur,Bali
LOC02616,Ternate,Sumatera Barat,Jawa Barat
LOC02617,Pangkalpinang,Papua,Jawa Barat
LOC02618,Madiun,Bengkulu,Bali
LOC02619,Bogor,Maluku,Jawa Barat
LOC02620,Kediri,Riau,
LOC02621,Palembang,Kepulauan Bangka Belitung,Bali
LOC02622,Denpasar,Maluku Utara,JAWA TENGAH
LOC02623,Pangkalpinang,Sumatera Barat,Bali
LOC02624,Banjar,Jawa Tengah,jabodetabek
LOC02625,Mojokerto,Gorontalo,JAWA TENGAH
LOC02626,Bitung,Sulawesi Utara,JAWA TENGAH
LOC02627,Padangpanjang,Sumatera Selatan,jabodetabek
LOC02628,Purwokerto,DKI Jakarta,JAWA TENGAH
LOC02629,Dumai,Sulawesi Tenggara,Jawa Barat
LOC02630,Jambi,Maluku,JAWA TENGAH
LOC02631,Medan,Sumatera Barat,JAWA TENGAH
LOC02632,Bandung,Jambi,Bali
LOC02633,Langsa,Nusa Tenggara Timur,
LOC02634,Lhokseumawe,DI Yogyakarta,
LOC02635,Pematangsiantar,Kalimantan Timur,Bali
LOC02636,Bogor,Jawa Barat,
LOC02637,Parepare,Kepulauan Riau,Jawa Barat
LOC02638,Sibolga,Gorontalo,Jawa Barat
LOC02639,Madiun,Papua,Jawa Barat
LOC02640,Jayapura,Maluku Utara,JAWA TENGAH
LOC02641,Padangpanjang,Sumatera Barat,Jawa Barat
LOC02642,Palembang,Kalimantan Barat,JAWA TENGAH
LOC02643,Palangkaraya,Maluku,jabodetabek
LOC02644,Depok,Jambi,Jawa Barat
LOC02645,Semarang,Sumatera Utara,JAWA TENGAH
LOC02646,Meulaboh,Kalimantan Timur,
LOC02647,Banda Aceh,Jawa Barat,Bali
LOC02648,Meulaboh,Sulawesi Utara,JAWA TENGAH
LOC02649,Banjarbaru,Sulawesi Utara,JAWA TENGAH
LOC02650,Pangkalpinang,Sulawesi Barat,Jawa Barat
LOC02651,Palangkaraya,Jambi,jabodetabek
LOC02652,Palopo,Banten,Jawa Barat
LOC02653,Batam,Kepulauan Bangka Belitung,
LOC02654,Cimahi,DI Yogyakarta,Bali
LOC02655,Sibolga,Aceh,JAWA TENGAH
LOC02656,Bandung,Aceh,
LOC02657,Medan,Kalimantan Selatan,Bali
LOC02658,Pariaman,Sumatera Barat,
LOC02659,Kota Administrasi Jakarta Barat,Maluku,jabodetabek
LOC02660,Solok,Kalimantan Timur,JAWA TENGAH
LOC02661,Pematangsiantar,Kalimantan Selatan,JAWA TENGAH
LOC02662,Prabumulih,Aceh,
LOC02663,Cimahi,Kalimantan Barat,JAWA TENGAH
LOC02664,Magelang,Kalimantan Timur,
LOC02665,Pekalongan,Jawa Timur,Jawa Barat
LOC02666,Parepare,DKI Jakarta,Jawa Barat
LOC02667,Dumai,Kepulauan Bangka Belitung,Jawa Barat
LOC02668,Sabang,Sulawesi Selatan,
LOC02669,Medan,Aceh,JAWA TENGAH
LOC02670,Yogyakarta,Aceh,
LOC02671,Lubuklinggau,Sulawesi Tengah,Bali
LOC02672,Pematangsiantar,Gorontalo,
LOC02673,Parepare,Kalimantan Utara,jabodetabek
LOC02674,Tanjungpinang,Riau,jabodetabek
LOC02675,Lhokseumawe,DI Yogyakarta,Bali
LOC02676,Tanjungbalai,Bali,jabodetabek
LOC02677,Padangpanjang,Banten,
LOC02678,Kota Administrasi Jakarta Timur,Sulawesi Tengah,JAWA TENGAH
LOC02679,Bitung,Nusa Tenggara Barat,Bali
LOC02680,Samarinda,Sulawesi Selatan,Bali
LOC02681,Manado,Nusa Tenggara Barat,JAWA TENGAH
LOC02682,Sabang,Maluku,JAWA TENGAH
LOC02683,Kendari,Bali,JAWA TENGAH
LOC02684,Banda Aceh,Sumatera Utara,Bali
LOC02685,Banjar,Kalimantan Selatan,
LOC02686,Depok,Banten,jabodetabek
LOC02687,Banda Aceh,Kalimantan Selatan,Jawa Barat
LOC02688,Gorontalo,Papua Barat,
LOC02689,Metro,Bali,
LOC02690,Singkawang,Papua,JAWA TENGAH
LOC02691,Tidore Kepulauan,Riau,Jawa Barat
LOC02692,Banjarmasin,Sulawesi Utara,jabodetabek
LOC02693,Salatiga,DKI Jakarta,jabodetabek
LOC02694,Tasikmalaya,Riau,Jawa Barat
LOC02695,Kota Administrasi Jakarta Selatan,Jawa Timur,Jawa Barat
LOC02696,Surakarta,Nusa Tenggara Barat,
LOC02697,Tanjungpinang,Kalimantan Timur,Jawa Barat
LOC02698,Cimahi,Sumatera Selatan,jabodetabek
LOC02699,Metro,Maluku,jabodetabek
LOC02700,Cirebon,Papua Barat,Bali
LOC02701,Payakumbuh,Riau,jabodetabek
LOC02702,Metro,Papua Barat,JAWA TENGAH
LOC02703,Cilegon,Gorontalo,Bali
LOC02704,Tarakan,Sulawesi Utara,JAWA TENGAH
LOC02705,Cimahi,Papua Barat,
LOC02706,Jayapura,Sulawesi Tengah,jabodetabek
LOC02707,Tanjungbalai,Jambi,
LOC02708,Bogor,Maluku,Jawa Barat
LOC02709,Tangerang,Maluku Utara,
LOC02710,Semarang,Papua,Bali
LOC02711,Pangkalpinang,Sumatera Utara,jabodetabek
LOC02712,Malang,Kepulauan Bangka Belitung,JAWA TENGAH
LOC02713,Padangpanjang,Jawa Timur,jabodetabek
LOC02714,Padang,Sulawesi Barat,JAWA TENGAH
LOC02715,Kota Administrasi Jakarta Utara,Sulawesi Barat,Bali
LOC02716,Manado,DI Yogyakarta,JAWA TENGAH
LOC02717,Tanjungbalai,Kepulauan Bangka Belitung,JAWA TENGAH
LOC02718,Tangerang,Sulawesi Utara,Bali
LOC02719,Tangerang Selatan,DI Yogyakarta,JAWA TENGAH
LOC02720,Salatiga,Kalimantan Timur,Jawa Barat
LOC02721,Bengkulu,Jawa Barat,
LOC02722,Kota Administrasi Jakarta Utara,Papua Barat,Jawa Barat
LOC02723,Pekalongan,Maluku Utara,JAWA TENGAH
LOC02724,Tangerang Selatan,Kepulauan Riau,
LOC02725,Bitung,Kalimantan Selatan,
LOC02726,Tebingtinggi,Jawa Timur,jabodetabek
LOC02727,Batu,Kalimantan Selatan,JAWA TENGAH
LOC02728,Bau-Bau,Aceh,Jawa Barat
LOC02729,Kota Administrasi Jakarta Barat,Nusa Tenggara Barat,Bali
LOC02730,Purwokerto,Jambi,Jawa Barat
LOC02731,Cilegon,Sulawesi Utara,
LOC02732,Pekalongan,Gorontalo,Jawa Barat
LOC02733,Bengkulu,Jawa Timur,jabodetabek
LOC02734,Kota Administrasi Jakarta Utara,Sumatera Barat,
LOC02735,Jambi,Riau,Bali
LOC02736,Semarang,Jambi,jabodetabek
LOC02737,Yogyakarta,Jawa Timur,JAWA TENGAH
LOC02738,Pariaman,Sumatera Utara,JAWA TENGAH
LOC02739,Palu,Nusa Tenggara Timur,
LOC02740,Prabumulih,Lampung,jabodetabek
LOC02741,Palembang,Lampung,JAWA TENGAH
LOC02742,Sukabumi,Sulawesi Tengah,JAWA TENGAH
LOC02743,Tual,Sumatera Selatan,Jawa Barat
LOC02744,Blitar,Jawa Timur,
LOC02745,Bandung,Jambi,
LOC02746,Kotamobagu,Sulawesi Tengah,Jawa Barat
LOC02747,Bogor,Gorontalo,
LOC02748,Serang,DKI Jakarta,
LOC02749,Pontianak,Banten,jabodetabek
LOC02750,Bau-Bau,Sumatera Selatan,JAWA TENGAH
LOC02751,Bontang,Jawa Timur,
LOC02752,Batam,Maluku Utara,Jawa Barat
LOC02753,Bau-Bau,Kalimantan Selatan,
LOC02754,Cirebon,Bengkulu,jabodetabek
LOC02755,Tual,Kalimantan Selatan,JAWA TENGAH
LOC02756,Gorontalo,Kalimantan Tengah,Jawa Barat
LOC02757,Tidore Kepulauan,Sulawesi Tengah,
LOC02758,Tanjungbalai,Kalimantan Barat,Jawa Barat
LOC02759,Sabang,Nusa Tenggara Timur,jabodetabek
LOC02760,Blitar,Lampung,JAWA TENGAH
LOC02761,Cilegon,Gorontalo,Bali
LOC02762,Tanjungbalai,Aceh,Jawa Barat
LOC02763,Bandung,Jawa Barat,Jawa Barat
LOC02764,Lubuklinggau,DKI Jakarta,jabodetabek
LOC02765,Palopo,Bengkulu,Jawa Barat
LOC02766,Padang,Bali,Jawa Barat
LOC02767,Padang,Kalimantan Barat,Bali
LOC02768,Sukabumi,Bali,
LOC02769,Solok,Kalimantan Selatan,JAWA TENGAH
LOC02770,Mataram,Gorontalo,Bali
LOC02771,Cilegon,Jawa Tengah,JAWA TENGAH
LOC02772,Lhokseumawe,Aceh,jabodetabek
LOC02773,Bengkulu,Sulawesi Barat,Jawa Barat
LOC02774,Kota Administrasi Jakarta Pusat,DI Yogyakarta,
LOC02775,Pariaman,Nusa Tenggara Barat,jabodetabek
LOC02776,Batam,Sulawesi Utara,Jawa Barat
LOC02777,Bogor,Kalimantan Tengah,Bali
LOC02778,Palembang,Papua Barat,Bali
LOC02779,Langsa,Nusa Tenggara Barat,
LOC02780,Madiun,Papua,Jawa Barat
LOC02781,Kotamobagu,Sulawesi Tengah,Bali
LOC02782,Mojokerto,Sumatera Barat,Jawa Barat
LOC02783,Manado,Nusa Tenggara Barat,
LOC02784,Subulussalam,Gorontalo,
LOC02785,Kota Administrasi Jakarta Pusat,DKI Jakarta,JAWA TENGAH
LOC02786,Banjar,Nusa Tenggara Timur,jabodetabek
LOC02787,Magelang,Kalimantan Timur,
LOC02788,Palangkaraya,Sulawesi Selatan,
LOC02789,Pagaralam,Maluku,Bali
LOC02790,Bitung,Kalimantan Utara,Jawa Barat
LOC02791,Probolinggo,Aceh,Bali
LOC02792,Kota Administrasi Jakarta Utara,Bengkulu,jabodetabek
LOC02793,Tarakan,Sulawesi Selatan,Bali
LOC02794,Pematangsiantar,Sumatera Utara,
LOC02795,Kota Administrasi Jakarta Timur,Sulawesi Tengah,jabodetabek
LOC02796,Cilegon,Aceh,Bali
LOC02797,Metro,Lampung,
LOC02798,Sorong,Aceh,
LOC02799,Payakumbuh,Sulawesi Tengah,Bali
LOC02800,Banjarmasin,Kalimantan Timur,Bali
LOC02801,Serang,Sumatera Utara,
LOC02802,Bekasi,Kepulauan Bangka Belitung,JAWA TENGAH
LOC02803,Palopo,Bali,
LOC02804,Solok,Nusa Tenggara Barat,jabodetabek
LOC02805,Banjar,Sumatera Utara,JAWA TENGAH
LOC02806,Banjarbaru,Kalimantan Timur,Jawa Barat
LOC02807,Kota Administrasi Jakarta Pusat,Maluku,jabodetabek
LOC02808,Kota Administrasi Jakarta Pusat,Kalimantan Tengah,JAWA TENGAH
LOC02809,Dumai,Sumatera Barat,Jawa Barat
LOC02810,Blitar,Sumatera Barat,
LOC02811,Makassar,DKI Jakarta,Bali
LOC02812,Parepare,Maluku Utara,Jawa Barat
LOC02813,Solok,Sulawesi Tengah,jabodetabek
LOC02814,Padangpanjang,Lampung,JAWA TENGAH
LOC02815,Dumai,Sulawesi Barat,Jawa Barat
LOC02816,Bandar Lampung,Nusa Tenggara Barat,jabodetabek
LOC02817,Cirebon,Bali,JAWA TENGAH
LOC02818,Palu,Jawa Timur,Jawa Barat
LOC02819,Tebingtinggi,Papua Barat,jabodetabek
LOC02820,Palu,Bali,Bali
LOC02821,Binjai,Sulawesi Barat,JAWA TENGAH
LOC02822,Tomohon,Kepulauan Riau,Bali
LOC02823,Malang,Sulawesi Tengah,
LOC02824,Balikpapan,DI Yogyakarta,
LOC02825,Pekalongan,Sumatera Utara,Jawa Barat
LOC02826,Tarakan,Jawa Barat,Bali
LOC02827,Blitar,Nusa Tenggara Barat,jabodetabek
LOC02828,Banjarbaru,Jawa Timur,jabodetabek
LOC02829,Medan,Jambi,JAWA TENGAH
LOC02830,Tanjungpinang,Sulawesi Tengah,
LOC02831,Purwokerto,Nusa Tenggara Barat,jabodetabek
LOC02832,Ternate,Maluku Utara,
LOC02833,Tanjungbalai,Jambi,Jawa Barat
LOC02834,Jambi,Banten,
LOC02835,Manado,Sulawesi Utara,
LOC02836,Bogor,Papua,Bali
LOC02837,Batu,Bali,Bali
LOC02838,Kota Administrasi Jakarta Timur,Bengkulu,Jawa Barat
LOC02839,Bukittinggi,Kalimantan Timur,jabodetabek
LOC02840,Jayapura,DI Yogyakarta,Jawa Barat
LOC02841,Tegal,Kepulauan Bangka Belitung,jabodetabek
LOC02842,Palopo,Sumatera Barat,Bali
LOC02843,Kendari,Banten,
LOC02844,Lubuklinggau,Kalimantan Timur,
LOC02845,Madiun,Gorontalo,
LOC02846,Salatiga,Aceh,JAWA TENGAH
LOC02847,Salatiga,Nusa Tenggara Timur,Jawa Barat
LOC02848,Tebingtinggi,Jawa Timur,Bali
LOC02849,Mataram,Maluku,jabodetabek
LOC02850,Medan,Jambi,
LOC02851,Balikpapan,Sumatera Barat,jabodetabek
LOC02852,Bogor,Jambi,Jawa Barat
LOC02853,Cimahi,Kalimantan Tengah,JAWA TENGAH
LOC02854,Pematangsiantar,Jawa Barat,Bali
LOC02855,Jayapura,Jawa Timur,jabodetabek
LOC02856,Sorong,Jawa Timur,jabodetabek
LOC02857,Binjai,Kalimantan Selatan,jabodetabek
LOC02858,Bau-Bau,Kepulauan Riau,
LOC02859,Batam,Sumatera Utara,Bali
LOC02860,Purwokerto,Jambi,Bali
LOC02861,Pangkalpinang,Kalimantan Tengah,
LOC02862,Tangerang,Gorontalo,Jawa Barat
LOC02863,Mataram,Sulawesi Tenggara,JAWA TENGAH
LOC02864,Payakumbuh,Sulawesi Utara,Bali
LOC02865,Kupang,Lampung,JAWA TENGAH
LOC02866,Batu,Papua Barat,Jawa Barat
LOC02867,Jambi,Sumatera Barat,jabodetabek
LOC02868,Lubuklinggau,Aceh,jabodetabek
LOC02869,Sibolga,Maluku,
LOC02870,Tegal,Jawa Timur,Jawa Barat
LOC02871,Bekasi,Sumatera Barat,Jawa Barat
LOC02872,Lhokseumawe,Sulawesi Tenggara,JAWA TENGAH
LOC02873,Tangerang,Papua,
LOC02874,Manado,Kalimantan Timur,Bali
LOC02875,Tebingtinggi,Sumatera Utara,Bali
LOC02876,Cilegon,Sulawesi Tenggara,Bali
LOC02877,Tasikmalaya,Jambi,Jawa Barat
LOC02878,Metro,Kepulauan Bangka Belitung,Jawa Barat
LOC02879,Medan,Gorontalo,JAWA TENGAH
LOC02880,Tasikmalaya,Maluku Utara,JAWA TENGAH
LOC02881,Kediri,Kalimantan Selatan,jabodetabek
LOC02882,Kota Administrasi Jakarta Pusat,Sumatera Utara,Bali
LOC02883,Bau-Bau,Kalimantan Barat,jabodetabek
LOC02884,Ternate,Sulawesi Barat,
LOC02885,Jayapura,Kalimantan Tengah,jabodetabek
LOC02886,Tomohon,Jawa Timur,Jawa Barat
LOC02887,Bau-Bau,Maluku,
LOC02888,Purwokerto,Banten,jabodetabek
LOC02889,Tual,Nusa Tenggara Timur,Bali
LOC02890,Kota Administrasi Jakarta Utara,Sulawesi Utara,Bali
LOC02891,Sabang,DKI Jakarta,
LOC02892,Metro,Papua Barat,JAWA TENGAH
LOC02893,Parepare,Maluku Utara,JAWA TENGAH
LOC02894,Metro,Bali,Bali
LOC02895,Dumai,Jawa Barat,
LOC02896,Palangkaraya,Papua,Bali
LOC02897,Bekasi,Bengkulu,jabodetabek
LOC02898,Tidore Kepulauan,Jawa Tengah,Bali
LOC02899,Kediri,Nusa Tenggara Barat,JAWA TENGAH
LOC02900,Jambi,Maluku Utara,Bali
LOC02901,Madiun,Banten,
LOC02902,Magelang,Riau,Bali
LOC02903,Bandung,Sulawesi Utara,Bali
LOC02904,Bandar Lampung,Kepulauan Bangka Belitung,JAWA TENGAH
LOC02905,Parepare,Sulawesi Tengah,Bali
LOC02906,Tarakan,DKI Jakarta,Bali
LOC02907,Ambon,Sulawesi Tengah,jabodetabek
LOC02908,Manado,Bali,Bali
LOC02909,Medan,Jambi,Jawa Barat
LOC02910,Sungai Penuh,Jawa Timur,JAWA TENGAH
LOC02911,Payakumbuh,Nusa Tenggara Timur,JAWA TENGAH
LOC02912,Sungai Penuh,Aceh,JAWA TENGAH
LOC02913,Makassar,Papua Barat,jabodetabek
LOC02914,Jambi,Jambi,Jawa Barat
LOC02915,Sawahlunto,Kalimantan Barat,Bali
LOC02916,Banjar,Papua Barat,Jawa Barat
LOC02917,Kendari,DI Yogyakarta,Bali
LOC02918,Kota Administrasi Jakarta Selatan,Bengkulu,jabodetabek
LOC02919,Subulussalam,Sulawesi Selatan,
LOC02920,Ternate,Sulawesi Barat,jabodetabek
LOC02921,Solok,Kalimantan Utara,jabodetabek
LOC02922,Banjarbaru,Sulawesi Barat,JAWA TENGAH
LOC02923,Serang,Lampung,Bali
LOC02924,Cirebon,Sulawesi Tenggara,JAWA TENGAH
LOC02925,Pagaralam,Banten,Bali
LOC02926,Pekalongan,Kepulauan Bangka Belitung,Jawa Barat
LOC02927,Tebingtinggi,Jawa Barat,Bali
LOC02928,Malang,Maluku Utara,Jawa Barat
LOC02929,Serang,Sumatera Barat,
LOC02930,Pariaman,Papua Barat,Bali
LOC02931,Ternate,Lampung,jabodetabek
LOC02932,Padang Sidempuan,Maluku,jabodetabek
LOC02933,Surabaya,Kepulauan Bangka Belitung,
LOC02934,Bitung,Jawa Timur,
LOC02935,Padang Sidempuan,Nusa Tenggara Timur,JAWA TENGAH
LOC02936,Ambon,Maluku,Jawa Barat
LOC02937,Tegal,Sumatera Utara,Bali
LOC02938,Parepare,Banten,Bali
LOC02939,Padang Sidempuan,Papua,Bali
LOC02940,Kota Administrasi Jakarta Timur,Kepulauan Bangka Belitung,
LOC02941,Cirebon,Jawa Barat,Bali
LOC02942,Cimahi,Jawa Tengah,jabodetabek
LOC02943,Bau-Bau,Papua Barat,Bali
LOC02944,Sabang,Bali,JAWA TENGAH
LOC02945,Kediri,Sulawesi Utara,Bali
LOC02946,Ambon,Kalimantan Barat,Bali
LOC02947,Bandar Lampung,DI Yogyakarta,JAWA TENGAH
LOC02948,Bengkulu,Jambi,jabodetabek
LOC02949,Pasuruan,Kalimantan Timur,JAWA TENGAH
LOC02950,Gorontalo,Maluku Utara,
LOC02951,Ambon,Maluku,jabodetabek
LOC02952,Denpasar,Kalimantan Timur,Bali
LOC02953,Pangkalpinang,Maluku,Bali
LOC02954,Pagaralam,Kalimantan Utara,
LOC02955,Pagaralam,Kalimantan Barat,
LOC02956,Kota Administrasi Jakarta Pusat,Kalimantan Selatan,jabodetabek
LOC02957,Sibolga,Lampung,JAWA TENGAH
LOC02958,Palembang,Gorontalo,
LOC02959,Sungai Penuh,Sulawesi Tenggara,
LOC02960,Probolinggo,Sulawesi Selatan,JAWA TENGAH
LOC02961,Palangkaraya,Sumatera Selatan,JAWA TENGAH
LOC02962,Sawahlunto,Kalimantan Utara,
LOC02963,Pematangsiantar,Maluku Utara,jabodetabek
LOC02964,Singkawang,Aceh,Jawa Barat
LOC02965,Padang,Lampung,jabodetabek
LOC02966,Medan,Kepulauan Bangka Belitung,Jawa Barat
LOC02967,Surakarta,Kepulauan Bangka Belitung,JAWA TENGAH
LOC02968,Jambi,Sumatera Selatan,Jawa Barat
LOC02969,Prabumulih,Kepulauan Bangka Belitung,jabodetabek
LOC02970,Meulaboh,Maluku Utara,Jawa Barat
LOC02971,Magelang,Kalimantan Barat,Bali
LOC02972,Surakarta,Kalimantan Selatan,JAWA TENGAH
LOC02973,Sawahlunto,Sumatera Utara,Bali
LOC02974,Subulussalam,Sulawesi Tenggara,
LOC02975,Tasikmalaya,Kalimantan Tengah,Jawa Barat
LOC02976,Pekanbaru,Sulawesi Tengah,JAWA TENGAH
LOC02977,Pagaralam,Kalimantan Utara,jabodetabek
LOC02978,Kota Administrasi Jakarta Timur,Kalimantan Barat,Bali
LOC02979,Cilegon,Banten,JAWA TENGAH
LOC02980,Payakumbuh,Sumatera Selatan,JAWA TENGAH
LOC02981,Palembang,Kalimantan Timur,jabodetabek
LOC02982,Sungai Penuh,Riau,
LOC02983,Tanjungpinang,Nusa Tenggara Barat,jabodetabek
LOC02984,Meulaboh,DI Yogyakarta,Bali
LOC02985,Kendari,Bali,JAWA TENGAH
LOC02986,Pasuruan,Kalimantan Timur,JAWA TENGAH
LOC02987,Mojokerto,Sumatera Utara,JAWA TENGAH
LOC02988,Denpasar,Sulawesi Selatan,Bali
LOC02989,Batu,Sulawesi Barat,Jawa Barat
LOC02990,Pontianak,Riau,jabodetabek
LOC02991,Salatiga,Papua Barat,Jawa Barat
LOC02992,Surabaya,Lampung,jabodetabek
LOC02993,Pasuruan,Papua Barat,Jawa Barat
LOC02994,Meulaboh,Jawa Barat,jabodetabek
LOC02995,Sorong,Nusa Tenggara Timur,Bali
LOC02996,Tasikmalaya,Bali,Bali
LOC02997,Tual,Gorontalo,jabodetabek
LOC02998,Pekalongan,Papua,jabodetabek
LOC02999,Kota Administrasi Jakarta Timur,Papua Barat,Jawa Barat
LOC03000,Meulaboh,Maluku Utara,JAWA TENGAH
LOC03001,Tanjungpinang,Gorontalo,Bali
LOC03002,Palopo,Gorontalo,
LOC03003,Sungai Penuh,Nusa Tenggara Timur,JAWA TENGAH
LOC03004,Tegal,Sumatera Selatan,jabodetabek
LOC03005,Padang,Sulawesi Barat,Jawa Barat
LOC03006,Bontang,Kepulauan Bangka Belitung,Bali
LOC03007,Surakarta,Jawa Tengah,Bali
LOC03008,Tebingtinggi,Bali,Bali
LOC03009,Yogyakarta,Riau,Bali
LOC03010,Padang,Jawa Timur,Bali
LOC03011,Subulussalam,Kalimantan Tengah,Bali
LOC03012,Jayapura,Riau,JAWA TENGAH
LOC03013,Makassar,Kepulauan Riau,JAWA TENGAH
LOC03014,Pekanbaru,Bengkulu,Jawa Barat
LOC03015,Bengkulu,Papua Barat,Jawa Barat
LOC03016,Purwokerto,Bali,Bali
LOC03017,Sabang,Kalimantan Utara,
LOC03018,Probolinggo,Aceh,jabodetabek
LOC03019,Palu,Sulawesi Tenggara,Jawa Barat
LOC03020,Sibolga,Kalimantan Barat,Jawa Barat
LOC03021,Purwokerto,Kalimantan Utara,jabodetabek
LOC03022,Kediri,DKI Jakarta,Jawa Barat
LOC03023,Jayapura,Jawa Tengah,JAWA TENGAH
LOC03024,Bitung,Sulawesi Selatan,
LOC03025,Tangerang Selatan,Sumatera Selatan,
LOC03026,Pariaman,Gorontalo,jabodetabek
LOC03027,Singkawang,Sulawesi Utara,
LOC03028,Padang Sidempuan,Sulawesi Utara,Bali
LOC03029,Kota Administrasi Jakarta Selatan,Riau,Jawa Barat
LOC03030,Batu,Kepulauan Riau,jabodetabek
LOC03031,Payakumbuh,Papua Barat,
LOC03032,Bogor,Aceh,jabodetabek
LOC03033,Salatiga,Maluku Utara,JAWA TENGAH
LOC03034,Kediri,Lampung,jabodetabek
LOC03035,Jayapura,Kepulauan Riau,Bali
LOC03036,Bengkulu,Aceh,JAWA TENGAH
LOC03037,Parepare,Sumatera Utara,Jawa Barat
LOC03038,Bekasi,Jambi,Jawa Barat
LOC03039,Ternate,Aceh,jabodetabek
LOC03040,Mataram,Jawa Barat,
LOC03041,Sorong,Kalimantan Timur,jabodetabek
LOC03042,Bima,Jambi,Jawa Barat
LOC03043,Bandar Lampung,Riau,Jawa Barat
LOC03044,Manado,Kepulauan Bangka Belitung,Jawa Barat
LOC03045,Kota Administrasi Jakarta Pusat,Kalimantan Barat,Bali
LOC03046,Pariaman,Papua Barat,jabodetabek
LOC03047,Madiun,Banten,JAWA TENGAH
LOC03048,Kota Administrasi Jakarta Barat,Nusa Tenggara Timur,jabodetabek
LOC03049,Sawahlunto,Banten,Bali
LOC03050,Tual,Sumatera Selatan,Jawa Barat
LOC03051,Banjarbaru,Jambi,
LOC03052,Bitung,Jawa Barat,JAWA TENGAH
LOC03053,Bitung,Kepulauan Bangka Belitung,jabodetabek
LOC03054,Palopo,Jawa Tengah,Jawa Barat
LOC03055,Tegal,Jawa Barat,Jawa Barat
LOC03056,Kota Administrasi Jakarta Timur,Maluku Utara,
LOC03057,Sabang,Nusa Tenggara Barat,Bali
LOC03058,Parepare,Kepulauan Riau,Bali
LOC03059,Sibolga,Kepulauan Riau,Jawa Barat
LOC03060,Lhokseumawe,Sumatera Utara,
LOC03061,Blitar,Jawa Timur,
LOC03062,Bandung,Sulawesi Tengah,Bali
LOC03063,Sabang,Riau,JAWA TENGAH
LOC03064,Padangpanjang,Papua,JAWA TENGAH
LOC03065,Kota Administrasi Jakarta Timur,Sulawesi Selatan,Jawa Barat
LOC03066,Blitar,Kalimantan Selatan,Jawa Barat
LOC03067,Prabumulih,Aceh,jabodetabek
LOC03068,Palangkaraya,Sulawesi Barat,jabodetabek
LOC03069,Singkawang,DI Yogyakarta,jabodetabek
LOC03070,Pematangsiantar,Kalimantan Tengah,jabodetabek
LOC03071,Palu,Sulawesi Utara,jabodetabek
LOC03072,Depok,Sulawesi Tenggara,
LOC03073,Bima,Kalimantan Tengah,jabodetabek
LOC03074,Padang,Gorontalo,Jawa Barat
LOC03075,Denpasar,Maluku,jabodetabek
LOC03076,Magelang,Nusa Tenggara Barat,Bali
LOC03077,Banjar,Kalimantan Utara,
LOC03078,Bogor,Banten,
LOC03079,Bekasi,Gorontalo,Bali
LOC03080,Ambon,Papua,Jawa Barat
LOC03081,Binjai,Sulawesi Tengah,Bali
LOC03082,Banda Aceh,Sumatera Barat,Jawa Barat
LOC03083,Palembang,Papua,Jawa Barat
LOC03084,Parepare,Kepulauan Riau,
LOC03085,Parepare,Bengkulu,Jawa Barat
LOC03086,Pekanbaru,Kepulauan Riau,
LOC03087,Surabaya,Sumatera Selatan,Jawa Barat
LOC03088,Sawahlunto,Papua,Jawa Barat
LOC03089,Bukittinggi,Banten,Bali
LOC03090,Kota Administrasi Jakarta Pusat,Nusa Tenggara Timur,JAWA TENGAH
LOC03091,Bukittinggi,Sulawesi Utara,Bali
LOC03092,Pekalongan,Kalimantan Utara,Jawa Barat
LOC03093,Subulussalam,Jawa Timur,JAWA TENGAH
LOC03094,Kota Administrasi Jakarta Timur,Sulawesi Selatan,JAWA TENGAH
LOC03095,Dumai,Sulawesi Barat,Jawa Barat
LOC03096,Tangerang Selatan,Sumatera Selatan,Jawa Barat
LOC03097,Kota Administrasi Jakarta Selatan,Sulawesi Tengah,jabodetabek
LOC03098,Balikpapan,Papua Barat,jabodetabek
LOC03099,Sibolga,DKI Jakarta,Bali
LOC03100,Mojokerto,Sulawesi Tenggara,Bali
LOC03101,Sukabumi,Sulawesi Selatan,
LOC03102,Batu,Nusa Tenggara Timur,Bali
