customer_id,gender,age_group,join_date,city
CUST01387,perempuan,46+,2024-09-07,Cilegon
CUST01388,L,26-35,2026-05-16,batu
CUST01389,Laki-laki,46+,2025-02-04,blitar
CUST01390,Laki-laki,36-45,2025-12-14,singkawang
CUST01391,p,36-45,2024-07-14,palangkaraya
CUST01392,perempuan,18-25,2025-02-27,Madiun
CUST01393,Laki-laki,18-25,2025-11-23,Pangkalpinang
CUST01394,p,18-25,2025-02-15,Pekanbaru
CUST01395,p,26-35,2026-04-26,banda aceh
CUST01396,p,36-45,2026-02-02,Kota Administrasi Jakarta Utara
CUST01397,L,18-25,2024-10-14,tanjungpinang
CUST01398,Laki-laki,46+,2025-08-23,Tangerang
CUST01399,p,26-35,2026-01-12,mojokerto
CUST01400,P,36-45,2025-06-14,tidore kepulauan
CUST01401,p,26-35,2026-05-17,Purwokerto
CUST01402,perempuan,26-35,2025-09-10,Pagaralam
CUST01403,P,18-25,2024-08-19,Sorong
CUST01404,L,36-45,2025-10-30,Probolinggo
CUST01405,perempuan,36-45,2025-03-12,
CUST01406,P,36-45,2025-12-30,Manado
CUST01407,p,36-45,2024-09-13,
CUST01408,L,26-35,2025-09-28,batam
CUST01409,Laki-laki,18-25,2025-10-11,Balikpapan
CUST01410,L,26-35,2026-01-06,banda aceh
CUST01411,P,26-35,2024-08-19,Batu
CUST01412,L,18-25,2024-08-21,tanjungbalai
CUST01413,Laki-laki,36-45,2024-10-29,Tegal
CUST01414,P,18-25,2024-12-12,gorontalo
CUST01415,L,36-45,2025-09-16,Makassar
CUST01416,P,18-25,2025-10-17,Langsa
CUST01417,perempuan,26-35,2025-12-29,pematangsiantar
CUST01418,L,18-25,2025-07-12,
CUST01419,Laki-laki,18-25,2024-10-09,meulaboh
CUST01420,perempuan,36-45,2026-01-09,Mojokerto
CUST01421,perempuan,18-25,2025-08-07,Bengkulu
CUST01422,perempuan,18-25,2025-01-27,Denpasar
CUST01423,perempuan,36-45,2026-05-15,Tidore Kepulauan
CUST01424,Laki-laki,26-35,2025-12-12,bogor
CUST01425,L,36-45,2024-12-19,Binjai
CUST01426,P,26-35,2025-11-05,Bitung
CUST01427,Laki-laki,18-25,2025-07-23,solok
CUST01428,P,46+,2025-05-07,Bontang
CUST01429,p,18-25,2025-09-29,
CUST01430,Laki-laki,26-35,2025-01-05,Parepare
CUST01431,perempuan,36-45,2024-06-07,blitar
CUST01432,P,46+,2025-03-17,pariaman
CUST01433,p,18-25,2024-09-22,Tidore Kepulauan
CUST01434,L,18-25,2024-09-20,manado
CUST01435,L,46+,2025-07-23,Payakumbuh
CUST01436,L,46+,2025-07-09,pematangsiantar
CUST01437,Laki-laki,18-25,2024-08-12,Tangerang Selatan
CUST01438,perempuan,26-35,2024-12-17,Binjai
CUST01439,P,36-45,2025-01-29,Mataram
CUST01440,P,18-25,2024-05-18,blitar
CUST01441,perempuan,36-45,2024-06-16,Kota Administrasi Jakarta Barat
CUST01442,L,36-45,2026-05-18,
CUST01443,perempuan,26-35,2024-11-29,Pariaman
CUST01444,Laki-laki,46+,2025-08-27,Cirebon
CUST01445,p,18-25,2024-11-25,Magelang
CUST01446,perempuan,26-35,2026-03-30,sorong
CUST01447,P,26-35,2026-02-05,Jayapura
CUST01448,p,36-45,2026-04-22,probolinggo
CUST01449,L,26-35,2024-07-02,binjai
CUST01450,p,26-35,2025-11-18,palopo
CUST01451,P,18-25,2025-08-07,
CUST01452,p,46+,2025-03-08,bontang
CUST01453,L,46+,2025-01-14,Jambi
CUST01454,Laki-laki,46+,2024-11-05,Pagaralam
CUST01455,p,26-35,2026-01-08,solok
CUST01456,L,46+,2025-03-07,sorong
CUST01457,Laki-laki,36-45,2026-03-24,Pekanbaru
CUST01458,perempuan,46+,2025-06-28,Bandung
CUST01459,P,46+,2024-09-27,pariaman
CUST01460,Laki-laki,36-45,2024-12-06,Banjarmasin
CUST01461,perempuan,36-45,2025-07-07,bogor
CUST01462,perempuan,36-45,2024-11-04,makassar
CUST01463,Laki-laki,46+,2025-02-20,Tebingtinggi
CUST01464,P,18-25,2025-10-14,ambon
CUST01465,p,18-25,2024-10-28,Pagaralam
CUST01466,p,18-25,2025-01-14,prabumulih
CUST01467,Laki-laki,46+,2025-03-28,tomohon
CUST01468,p,36-45,2025-11-05,bandung
CUST01469,P,18-25,2025-02-27,prabumulih
CUST01470,P,46+,2024-10-15,Singkawang
CUST01471,p,26-35,2025-10-08,Padang
CUST01472,perempuan,46+,2025-01-14,kotamobagu
CUST01473,P,18-25,2025-01-15,Pariaman
CUST01474,P,46+,2025-03-28,Kota Administrasi Jakarta Barat
CUST01475,Laki-laki,36-45,2025-05-20,sorong
CUST01476,P,36-45,2024-06-29,subulussalam
CUST01477,p,46+,2026-04-12,Banjarbaru
CUST01478,perempuan,36-45,2024-07-24,padangpanjang
CUST01479,L,36-45,2024-08-10,medan
CUST01480,p,26-35,2024-07-27,Padang Sidempuan
CUST01481,perempuan,26-35,2025-05-15,Yogyakarta
CUST01482,Laki-laki,26-35,2024-09-19,pagaralam
CUST01483,P,46+,2025-09-04,batam
CUST01484,Laki-laki,46+,2025-02-13,Sawahlunto
CUST01485,Laki-laki,18-25,2025-10-19,bengkulu
CUST01486,p,18-25,2024-12-18,
CUST01487,Laki-laki,36-45,2025-10-31,yogyakarta
CUST01488,Laki-laki,26-35,2026-02-19,Banjarbaru
CUST01489,P,36-45,2024-12-10,padangpanjang
CUST01490,perempuan,26-35,2025-10-08,salatiga
CUST01491,L,18-25,2025-04-28,Banjarbaru
CUST01492,p,18-25,2025-04-25,Lubuklinggau
CUST01493,Laki-laki,18-25,2025-05-02,kupang
CUST01494,Laki-laki,36-45,2026-01-02,
CUST01495,Laki-laki,26-35,2025-12-08,tual
CUST01496,perempuan,36-45,2025-07-07,medan
CUST01497,perempuan,18-25,2026-03-08,Probolinggo
CUST01498,Laki-laki,46+,2026-01-22,Pangkalpinang
CUST01499,perempuan,26-35,2026-02-14,tanjungbalai
CUST01500,Laki-laki,26-35,2025-12-05,
CUST01501,L,18-25,2025-06-04,ternate
CUST01502,L,26-35,2024-08-04,palembang
CUST01503,L,36-45,2025-01-11,Padangpanjang
CUST01504,Laki-laki,18-25,2025-06-27,palangkaraya
CUST01505,P,36-45,2025-03-08,semarang
CUST01506,p,26-35,2024-10-12,Kediri
CUST01507,L,36-45,2025-06-29,Tasikmalaya
CUST01508,p,26-35,2026-04-04,sorong
CUST01509,L,46+,2025-03-20,malang
CUST01510,Laki-laki,46+,2026-01-27,Kota Administrasi Jakarta Timur
CUST01511,L,26-35,2026-05-08,meulaboh
CUST01512,perempuan,46+,2025-08-07,Cimahi
CUST01513,Laki-laki,46+,2024-12-07,bengkulu
CUST01514,P,18-25,2026-04-06,Langsa
CUST01515,Laki-laki,26-35,2025-07-30,padangpanjang
CUST01516,Laki-laki,26-35,2024-06-08,bima
CUST01517,perempuan,36-45,2024-07-17,Bogor
CUST01518,Laki-laki,36-45,2025-10-22,Dumai
CUST01519,P,18-25,2026-02-19,Ternate
CUST01520,L,26-35,2024-12-19,kendari
CUST01521,perempuan,46+,2025-06-15,sungai penuh
CUST01522,L,36-45,2025-01-05,tanjungpinang
CUST01523,L,46+,2024-08-24,Jayapura
CUST01524,p,18-25,2026-01-05,Jambi
CUST01525,P,46+,2025-03-13,
CUST01526,p,46+,2025-01-28,Pontianak
CUST01527,L,18-25,2025-06-07,probolinggo
CUST01528,p,18-25,2024-06-11,tidore kepulauan
CUST01529,p,26-35,2025-12-20,purwokerto
CUST01530,perempuan,18-25,2024-06-08,Tasikmalaya
CUST01531,p,36-45,2024-09-12,
CUST01532,P,18-25,2026-05-18,palembang
CUST01533,p,36-45,2024-07-08,Probolinggo
CUST01534,P,18-25,2025-11-04,tangerang selatan
CUST01535,Laki-laki,46+,2025-02-08,
CUST01536,Laki-laki,36-45,2025-03-19,Metro
CUST01537,P,36-45,2025-11-08,bontang
CUST01538,p,26-35,2025-06-28,lhokseumawe
CUST01539,L,18-25,2025-02-18,padang sidempuan
CUST01540,perempuan,46+,2024-10-28,Pangkalpinang
CUST01541,L,36-45,2025-02-12,Jayapura
CUST01542,L,46+,2025-02-26,salatiga
CUST01543,P,26-35,2025-04-18,Pariaman
CUST01544,P,26-35,2025-08-23,Pariaman
CUST01545,P,46+,2025-07-07,Surakarta
CUST01546,p,18-25,2025-07-21,Tual
CUST01547,p,46+,2025-08-28,Magelang
CUST01548,perempuan,18-25,2025-03-14,tanjungpinang
CUST01549,p,26-35,2024-06-02,Sorong
CUST01550,P,26-35,2025-08-26,padang
CUST01551,L,26-35,2025-07-30,Pasuruan
CUST01552,P,26-35,2025-12-21,pekalongan
CUST01553,p,18-25,2025-08-16,Padang Sidempuan
CUST01554,p,18-25,2025-01-24,salatiga
CUST01555,Laki-laki,26-35,2025-10-08,Pontianak
CUST01556,Laki-laki,26-35,2024-11-09,
CUST01557,Laki-laki,46+,2025-06-30,Bengkulu
CUST01558,perempuan,36-45,2024-12-23,Sungai Penuh
CUST01559,P,18-25,2025-08-28,Banjarbaru
CUST01560,perempuan,36-45,2025-12-28,Kota Administrasi Jakarta Pusat
CUST01561,p,36-45,2025-08-18,sabang
CUST01562,P,18-25,2025-12-24,kota administrasi jakarta pusat
CUST01563,p,46+,2024-08-15,samarinda
CUST01564,p,46+,2024-07-14,manado
CUST01565,perempuan,26-35,2025-03-19,solok
CUST01566,perempuan,36-45,2026-03-29,Bukittinggi
CUST01567,L,36-45,2024-12-13,sawahlunto
CUST01568,perempuan,26-35,2025-02-26,Tangerang
CUST01569,Laki-laki,46+,2025-03-01,Pangkalpinang
CUST01570,p,26-35,2024-09-10,Dumai
CUST01571,Laki-laki,46+,2025-11-11,Pematangsiantar
CUST01572,L,26-35,2026-04-09,kendari
CUST01573,L,18-25,2026-01-21,solok
CUST01574,p,46+,2026-02-14,bengkulu
CUST01575,L,18-25,2024-11-07,padang sidempuan
CUST01576,L,46+,2024-07-26,cimahi
CUST01577,P,36-45,2026-01-26,samarinda
CUST01578,perempuan,46+,2024-12-14,makassar
CUST01579,p,36-45,2025-04-02,sabang
CUST01580,Laki-laki,46+,2026-02-12,Magelang
CUST01581,P,18-25,2024-11-19,lhokseumawe
CUST01582,Laki-laki,18-25,2025-03-09,jayapura
CUST01583,perempuan,36-45,2025-10-06,bau-bau
CUST01584,perempuan,18-25,2024-06-14,Ambon
CUST01585,perempuan,18-25,2025-04-02,Mojokerto
CUST01586,L,46+,2025-01-02,balikpapan
CUST01587,perempuan,36-45,2024-08-29,Pematangsiantar
CUST01588,Laki-laki,36-45,2025-03-19,mojokerto
CUST01589,P,26-35,2025-12-06,Subulussalam
CUST01590,perempuan,46+,2024-11-28,Solok
CUST01591,L,18-25,2025-06-09,kota administrasi jakarta timur
CUST01592,L,18-25,2025-09-12,Denpasar
CUST01593,Laki-laki,36-45,2025-03-22,kota administrasi jakarta timur
CUST01594,Laki-laki,36-45,2025-12-19,Solok
CUST01595,L,18-25,2025-08-17,Makassar
CUST01596,p,26-35,2025-03-28,manado
CUST01597,L,26-35,2024-09-05,kota administrasi jakarta selatan
CUST01598,P,36-45,2025-08-13,langsa
CUST01599,p,26-35,2025-03-26,batam
CUST01600,p,18-25,2025-11-20,bukittinggi
CUST01601,P,18-25,2025-11-08,Tegal
CUST01602,P,46+,2026-05-12,binjai
CUST01603,L,36-45,2024-07-03,Palembang
CUST01604,perempuan,46+,2025-11-03,Kupang
CUST01605,P,46+,2024-07-15,makassar
CUST01606,perempuan,26-35,2024-12-04,Tangerang
CUST01607,perempuan,26-35,2025-05-09,Ambon
CUST01608,Laki-laki,18-25,2026-05-11,Madiun
CUST01609,L,46+,2024-07-19,tangerang selatan
CUST01610,L,18-25,2026-04-22,batam
CUST01611,p,36-45,2024-08-13,Bukittinggi
CUST01612,L,26-35,2026-01-20,palopo
CUST01613,perempuan,26-35,2026-03-20,pangkalpinang
CUST01614,P,26-35,2024-07-08,cilegon
CUST01615,perempuan,18-25,2025-03-23,denpasar
CUST01616,P,26-35,2024-08-18,pariaman
CUST01617,L,26-35,2025-09-02,Banda Aceh
CUST01618,perempuan,36-45,2024-08-15,jambi
CUST01619,p,26-35,2025-02-21,bandung
CUST01620,perempuan,26-35,2024-07-15,
CUST01621,perempuan,36-45,2024-10-30,jayapura
CUST01622,L,18-25,2025-10-26,palu
CUST01623,perempuan,26-35,2024-12-28,Binjai
CUST01624,L,46+,2024-06-30,kota administrasi jakarta timur
CUST01625,P,26-35,2024-09-03,batam
CUST01626,Laki-laki,26-35,2025-07-13,subulussalam
CUST01627,perempuan,36-45,2025-09-17,
CUST01628,P,46+,2025-04-24,Bandar Lampung
CUST01629,L,36-45,2026-05-14,Kota Administrasi Jakarta Timur
CUST01630,perempuan,46+,2026-01-26,pangkalpinang
CUST01631,perempuan,18-25,2025-05-18,Subulussalam
CUST01632,L,36-45,2024-08-23,Kota Administrasi Jakarta Timur
CUST01633,Laki-laki,36-45,2024-08-16,malang
CUST01634,Laki-laki,46+,2025-08-05,Ternate
CUST01635,P,36-45,2025-10-14,bogor
CUST01636,perempuan,26-35,2026-03-31,Prabumulih
CUST01637,perempuan,26-35,2026-02-10,
CUST01638,Laki-laki,26-35,2026-04-02,malang
CUST01639,L,18-25,2024-06-10,sawahlunto
CUST01640,Laki-laki,26-35,2024-09-04,palangkaraya
CUST01641,L,36-45,2026-04-26,sukabumi
CUST01642,p,36-45,2025-03-25,Sorong
CUST01643,P,46+,2024-11-26,Banjarbaru
CUST01644,p,46+,2026-05-05,yogyakarta
CUST01645,Laki-laki,36-45,2025-03-07,Singkawang
CUST01646,perempuan,18-25,2025-04-21,kupang
CUST01647,L,18-25,2025-10-01,pekalongan
CUST01648,L,18-25,2025-03-16,Metro
CUST01649,L,18-25,2025-09-10,prabumulih
CUST01650,perempuan,36-45,2024-11-05,Cimahi
CUST01651,L,36-45,2024-09-15,Madiun
CUST01652,Laki-laki,46+,2024-05-20,Sibolga
CUST01653,L,18-25,2024-10-04,padang sidempuan
CUST01654,Laki-laki,46+,2025-10-11,banjar
CUST01655,L,18-25,2025-08-23,metro
CUST01656,L,46+,2024-08-08,pangkalpinang
CUST01657,perempuan,36-45,2025-06-29,manado
CUST01658,P,18-25,2025-02-26,payakumbuh
CUST01659,P,26-35,2026-04-16,sungai penuh
CUST01660,Laki-laki,36-45,2026-01-16,ambon
CUST01661,L,46+,2024-09-07,Blitar
CUST01662,L,18-25,2025-08-12,kendari
CUST01663,perempuan,46+,2025-03-14,tebingtinggi
CUST01664,Laki-laki,26-35,2024-07-28,cilegon
CUST01665,perempuan,18-25,2025-11-02,Sawahlunto
CUST01666,Laki-laki,36-45,2025-09-21,Tangerang Selatan
CUST01667,perempuan,26-35,2024-11-05,Bekasi
CUST01668,p,26-35,2025-12-07,Gorontalo
CUST01669,L,18-25,2024-08-30,payakumbuh
CUST01670,perempuan,46+,2025-09-28,pekanbaru
CUST01671,perempuan,46+,2025-12-31,sungai penuh
CUST01672,Laki-laki,26-35,2025-06-12,surabaya
CUST01673,p,26-35,2025-10-16,Lhokseumawe
CUST01674,perempuan,18-25,2024-11-04,tual
CUST01675,Laki-laki,26-35,2024-10-27,padang sidempuan
CUST01676,L,36-45,2025-03-30,
CUST01677,Laki-laki,46+,2025-10-04,madiun
CUST01678,L,18-25,2026-01-11,Banjar
CUST01679,p,26-35,2024-09-10,Mojokerto
CUST01680,Laki-laki,18-25,2025-03-17,Bukittinggi
CUST01681,perempuan,46+,2024-12-02,Pangkalpinang
CUST01682,P,18-25,2025-10-02,Kota Administrasi Jakarta Timur
CUST01683,P,26-35,2024-07-13,Bau-Bau
CUST01684,p,26-35,2025-06-01,Padangpanjang
CUST01685,P,46+,2026-02-09,bau-bau
CUST01686,P,26-35,2025-01-10,jayapura
CUST01687,Laki-laki,46+,2024-09-12,Pontianak
CUST01688,L,46+,2025-06-05,probolinggo
CUST01689,P,46+,2025-03-24,Solok
CUST01690,L,26-35,2025-12-06,gorontalo
CUST01691,perempuan,26-35,2024-05-21,subulussalam
CUST01692,perempuan,26-35,2025-10-21,Serang
CUST01693,p,26-35,2024-10-11,Padangpanjang
CUST01694,perempuan,36-45,2024-09-15,yogyakarta
CUST01695,Laki-laki,46+,2024-09-22,tebingtinggi
CUST01696,perempuan,18-25,2025-04-25,
CUST01697,Laki-laki,18-25,2024-11-27,balikpapan
CUST01698,p,36-45,2025-05-15,Sukabumi
CUST01699,perempuan,18-25,2024-10-10,tangerang selatan
CUST01700,perempuan,46+,2024-09-07,salatiga
CUST01701,Laki-laki,36-45,2024-06-15,banda aceh
CUST01702,P,26-35,2024-08-13,Kota Administrasi Jakarta Timur
CUST01703,p,46+,2025-01-08,Medan
CUST01704,perempuan,18-25,2025-03-18,manado
CUST01705,p,36-45,2025-03-29,parepare
CUST01706,p,46+,2026-02-10,Kota Administrasi Jakarta Utara
CUST01707,p,26-35,2024-08-09,Tarakan
CUST01708,P,36-45,2025-03-06,Kota Administrasi Jakarta Pusat
CUST01709,L,36-45,2024-10-23,Bau-Bau
CUST01710,Laki-laki,46+,2024-08-20,manado
CUST01711,Laki-laki,18-25,2025-10-28,cirebon
CUST01712,perempuan,36-45,2025-04-15,Sawahlunto
CUST01713,p,46+,2025-08-17,Padangpanjang
CUST01714,p,36-45,2025-09-21,Surakarta
CUST01715,p,46+,2025-08-10,blitar
CUST01716,perempuan,36-45,2024-06-21,cirebon
CUST01717,perempuan,18-25,2026-04-29,Purwokerto
CUST01718,L,26-35,2026-04-06,Palangkaraya
CUST01719,L,36-45,2025-04-13,Singkawang
CUST01720,p,26-35,2024-12-14,bau-bau
CUST01721,P,36-45,2024-12-08,Banjarbaru
CUST01722,p,46+,2024-06-14,probolinggo
CUST01723,perempuan,36-45,2024-06-28,Ternate
CUST01724,p,26-35,2025-07-05,
CUST01725,perempuan,36-45,2024-10-27,Banjarmasin
CUST01726,L,36-45,2025-11-11,Tidore Kepulauan
CUST01727,P,18-25,2025-06-12,parepare
CUST01728,perempuan,18-25,2025-06-14,Makassar
CUST01729,L,18-25,2024-08-20,Padang Sidempuan
CUST01730,L,46+,2025-12-05,pariaman
CUST01731,p,26-35,2024-11-18,Prabumulih
CUST01732,Laki-laki,26-35,2025-11-22,sabang
CUST01733,p,46+,2024-08-29,Pontianak
CUST01734,Laki-laki,26-35,2025-10-07,Batu
CUST01735,L,26-35,2024-12-14,Padang
CUST01736,perempuan,36-45,2025-10-20,Cilegon
CUST01737,p,36-45,2025-12-05,Kota Administrasi Jakarta Barat
CUST01738,perempuan,46+,2024-05-22,bengkulu
CUST01739,perempuan,36-45,2026-03-16,lubuklinggau
CUST01740,P,36-45,2025-02-24,
CUST01741,p,46+,2026-01-21,blitar
CUST01742,p,36-45,2026-02-03,Kota Administrasi Jakarta Timur
CUST01743,P,18-25,2024-12-24,padang
CUST01744,Laki-laki,26-35,2024-06-13,Blitar
CUST01745,perempuan,46+,2024-12-03,manado
CUST01746,P,36-45,2025-04-17,surabaya
CUST01747,Laki-laki,36-45,2025-06-03,kota administrasi jakarta utara
CUST01748,L,46+,2025-02-02,Kupang
CUST01749,L,18-25,2025-01-13,Bengkulu
CUST01750,L,36-45,2025-12-27,Makassar
CUST01751,L,18-25,2025-08-19,Serang
CUST01752,P,46+,2025-12-09,Balikpapan
CUST01753,L,26-35,2025-06-11,Batam
CUST01754,p,46+,2025-02-15,Bekasi
CUST01755,P,26-35,2025-01-19,magelang
CUST01756,L,18-25,2025-11-17,Kota Administrasi Jakarta Barat
CUST01757,perempuan,46+,2025-06-17,prabumulih
CUST01758,p,46+,2025-04-09,samarinda
CUST01759,perempuan,26-35,2025-11-02,samarinda
CUST01760,L,46+,2024-08-19,Metro
CUST01761,perempuan,18-25,2026-02-23,
CUST01762,perempuan,36-45,2026-03-30,tual
CUST01763,L,18-25,2025-01-19,Tanjungpinang
CUST01764,P,36-45,2025-02-28,serang
CUST01765,p,18-25,2025-10-14,bandar lampung
CUST01766,p,26-35,2024-10-12,padangpanjang
CUST01767,P,18-25,2024-11-21,Tanjungbalai
CUST01768,P,18-25,2025-12-09,Tual
CUST01769,Laki-laki,18-25,2026-04-11,Padang
CUST01770,p,26-35,2025-06-15,Malang
CUST01771,Laki-laki,36-45,2026-02-19,lhokseumawe
CUST01772,P,26-35,2024-06-28,Sukabumi
CUST01773,L,18-25,2025-04-17,banjarmasin
CUST01774,p,46+,2024-11-15,Sukabumi
CUST01775,p,26-35,2024-06-21,yogyakarta
CUST01776,L,46+,2025-02-11,kota administrasi jakarta selatan
CUST01777,P,18-25,2024-08-10,kupang
CUST01778,L,18-25,2025-11-18,Gorontalo
CUST01779,Laki-laki,18-25,2026-03-28,Parepare
CUST01780,perempuan,18-25,2024-07-20,Malang
CUST01781,perempuan,36-45,2024-08-06,tasikmalaya
CUST01782,perempuan,18-25,2024-08-11,
CUST01783,perempuan,26-35,2025-05-06,Pekalongan
CUST01784,P,26-35,2024-06-18,sibolga
CUST01785,L,36-45,2024-07-01,Yogyakarta
CUST01786,L,46+,2025-01-16,
CUST01787,Laki-laki,26-35,2025-01-17,Palembang
CUST01788,perempuan,36-45,2024-09-14,mataram
CUST01789,p,18-25,2024-08-30,Bukittinggi
CUST01790,Laki-laki,46+,2025-11-24,gorontalo
CUST01791,Laki-laki,18-25,2024-12-16,Tangerang
CUST01792,Laki-laki,26-35,2025-11-03,pematangsiantar
CUST01793,perempuan,36-45,2025-01-29,sabang
CUST01794,L,18-25,2024-08-29,surakarta
CUST01795,P,36-45,2025-04-10,depok
CUST01796,L,46+,2025-06-12,mojokerto
CUST01797,L,46+,2024-06-20,tegal
CUST01798,Laki-laki,18-25,2024-12-23,bukittinggi
CUST01799,P,36-45,2024-06-02,mataram
CUST01800,L,46+,2024-12-24,Padangpanjang
CUST01801,perempuan,18-25,2024-12-18,bogor
CUST01802,p,46+,2026-05-07,kota administrasi jakarta barat
CUST01803,L,46+,2025-01-05,Tanjungbalai
CUST01804,Laki-laki,18-25,2025-11-14,Banjarmasin
CUST01805,Laki-laki,46+,2024-11-20,Bukittinggi
CUST01806,p,36-45,2026-05-16,Gorontalo
CUST01807,p,26-35,2025-08-09,metro
CUST01808,L,36-45,2024-10-15,Yogyakarta
CUST01809,P,18-25,2024-06-19,Bontang
CUST01810,L,18-25,2025-05-27,Bengkulu
CUST01811,L,18-25,2024-12-27,Ternate
CUST01812,p,26-35,2026-05-04,banjarbaru
CUST01813,L,26-35,2026-03-01,bontang
CUST01814,perempuan,46+,2024-06-05,Tidore Kepulauan
CUST01815,Laki-laki,46+,2026-01-25,Banjar
CUST01816,P,26-35,2025-05-26,Tomohon
CUST01817,P,46+,2025-11-09,langsa
CUST01818,Laki-laki,36-45,2024-07-09,
CUST01819,L,36-45,2024-10-19,Purwokerto
CUST01820,Laki-laki,26-35,2025-12-25,metro
CUST01821,P,18-25,2025-10-01,salatiga
CUST01822,perempuan,26-35,2025-09-05,jambi
CUST01823,p,18-25,2024-06-08,Bukittinggi
CUST01824,P,18-25,2025-03-12,pekalongan
CUST01825,perempuan,46+,2026-03-27,Binjai
CUST01826,Laki-laki,18-25,2025-08-20,tidore kepulauan
CUST01827,Laki-laki,18-25,2026-03-08,pekalongan
CUST01828,p,26-35,2024-08-28,Ternate
CUST01829,p,26-35,2025-01-01,pagaralam
CUST01830,P,46+,2025-07-16,Pangkalpinang
CUST01831,perempuan,46+,2025-03-27,meulaboh
CUST01832,Laki-laki,46+,2026-05-10,Solok
CUST01833,P,26-35,2024-12-29,Malang
CUST01834,p,36-45,2025-02-19,palopo
CUST01835,P,26-35,2025-11-09,Tual
CUST01836,P,36-45,2025-08-06,kota administrasi jakarta utara
CUST01837,P,26-35,2025-02-11,
CUST01838,L,46+,2024-07-02,mojokerto
CUST01839,L,46+,2024-07-03,Magelang
CUST01840,L,26-35,2024-12-23,malang
CUST01841,P,46+,2025-07-27,bekasi
CUST01842,L,18-25,2025-06-02,Bandar Lampung
CUST01843,L,26-35,2025-03-05,tarakan
CUST01844,P,36-45,2026-05-07,
CUST01845,P,46+,2026-04-09,Semarang
CUST01846,Laki-laki,46+,2024-07-30,serang
CUST01847,perempuan,36-45,2025-04-14,tebingtinggi
CUST01848,Laki-laki,26-35,2024-06-28,blitar
CUST01849,Laki-laki,36-45,2025-02-11,Tegal
CUST01850,P,26-35,2024-09-19,Lhokseumawe
CUST01851,Laki-laki,26-35,2025-01-29,makassar
CUST01852,P,46+,2025-02-05,Magelang
CUST01853,P,46+,2025-11-27,balikpapan
CUST01854,Laki-laki,18-25,2024-09-27,Surakarta
CUST01855,perempuan,26-35,2025-04-02,binjai
CUST01856,perempuan,18-25,2025-03-05,parepare
CUST01857,perempuan,18-25,2025-06-15,Madiun
CUST01858,P,18-25,2024-09-19,Depok
CUST01859,perempuan,18-25,2025-07-24,Pariaman
CUST01860,L,26-35,2026-03-23,kota administrasi jakarta timur
CUST01861,perempuan,46+,2024-08-28,Ambon
CUST01862,p,36-45,2025-01-17,Surabaya
CUST01863,P,36-45,2026-01-06,kota administrasi jakarta timur
CUST01864,Laki-laki,18-25,2024-10-31,Batu
CUST01865,p,36-45,2025-08-31,Madiun
CUST01866,perempuan,36-45,2025-02-09,singkawang
CUST01867,L,18-25,2025-01-18,kota administrasi jakarta utara
CUST01868,L,26-35,2025-02-14,Banjar
CUST01869,P,36-45,2024-11-12,Tanjungbalai
CUST01870,perempuan,46+,2024-10-13,magelang
CUST01871,Laki-laki,18-25,2025-03-11,Kupang
CUST01872,p,46+,2026-05-01,Tasikmalaya
CUST01873,p,46+,2024-11-04,Bima
CUST01874,L,36-45,2025-07-15,tanjungpinang
CUST01875,p,36-45,2025-07-24,Mojokerto
CUST01876,perempuan,46+,2025-01-05,cimahi
CUST01877,P,36-45,2026-05-03,Bekasi
CUST01878,P,36-45,2024-05-24,cirebon
CUST01879,perempuan,46+,2024-08-25,
CUST01880,perempuan,18-25,2024-06-11,Subulussalam
CUST01881,p,18-25,2024-10-19,metro
CUST01882,p,46+,2025-06-28,Dumai
CUST01883,P,18-25,2024-12-29,bengkulu
CUST01884,P,18-25,2026-04-29,payakumbuh
CUST01885,L,46+,2025-08-14,Bontang
CUST01886,Laki-laki,36-45,2026-05-17,ambon
CUST01887,P,26-35,2025-10-21,Bitung
CUST01888,perempuan,18-25,2025-12-06,Bengkulu
CUST01889,P,18-25,2025-02-26,Medan
CUST01890,Laki-laki,36-45,2025-04-05,Ternate
CUST01891,p,36-45,2025-07-12,Parepare
CUST01892,p,26-35,2024-09-29,Palopo
CUST01893,L,26-35,2024-11-24,Cimahi
CUST01894,L,18-25,2026-01-15,Kota Administrasi Jakarta Timur
CUST01895,p,46+,2025-01-11,Solok
CUST01896,p,46+,2026-02-07,tangerang
CUST01897,P,36-45,2025-12-10,lubuklinggau
CUST01898,perempuan,18-25,2025-01-30,Salatiga
CUST01899,P,36-45,2026-03-06,Probolinggo
CUST01900,perempuan,26-35,2026-02-12,lubuklinggau
CUST01901,Laki-laki,46+,2025-12-12,padang sidempuan
CUST01902,P,46+,2025-10-18,Prabumulih
CUST01903,perempuan,46+,2025-12-17,Salatiga
CUST01904,P,18-25,2025-05-01,meulaboh
CUST01905,P,36-45,2025-04-25,Pariaman
CUST01906,p,36-45,2026-05-01,metro
CUST01907,P,26-35,2025-11-09,batu
CUST01908,p,26-35,2025-01-11,Palangkaraya
CUST01909,p,36-45,2026-02-03,malang
CUST01910,Laki-laki,36-45,2024-07-30,Jayapura
CUST01911,Laki-laki,18-25,2026-01-05,batu
CUST01912,perempuan,18-25,2026-05-02,Padang Sidempuan
CUST01913,P,18-25,2025-02-03,Mataram
CUST01914,perempuan,26-35,2025-08-19,Tebingtinggi
CUST01915,P,18-25,2026-03-07,Sorong
