order_id,customer_id,driver_id,service_id,payment_id,location_id,time_id,price,distance,discount,order_status
ORD02974,CUST06651,DRV05980,SRV03,PAY02,LOC00377,T2023121118,26559,19.47,0,completed
ORD02975,CUST04480,DRV05142,SRV02,PAY02,LOC00117,T2023121417,67892,6.43,5000,completed
ORD02976,CUST05814,DRV05131,SRV01,PAY01,LOC00020,T2023012620,24054,11.44,0,completed
ORD02977,CUST02767,DRV01069,SRV03,PAY03,LOC07245,T2023031201,39765,18.14,0,completed
ORD02978,CUST07880,DRV08235,SRV01,PAY03,LOC04588,T2024020608,22296,4.21,0,completed
ORD02979,CUST06283,DRV01339,SRV03,PAY01,LOC01544,T2023061114,165027,1.76,0,
ORD02980,CUST06713,DRV01821,SRV01,PAY03,LOC06319,T2023071015,76920,18.94,0,cancelled
ORD02981,CUST09422,DRV06757,SRV03,PAY02,LOC02240,T2023022108,174048,18.74,5000,cancelled
ORD02982,CUST08076,DRV05981,SRV03,PAY03,LOC06549,T2023040401,120075,12.69,5000,cancelled
ORD02983,CUST00920,DRV01107,SRV02,PAY01,LOC04410,T2023092718,114916,12.24,0,cancelled
ORD02984,CUST08607,DRV03850,SRV02,PAY01,LOC04505,T2023081200,-50000,17.5,0,completed
ORD02985,CUST06610,DRV06023,SRV03,PAY01,LOC06235,T2023062211,31822,1.63,0,cancelled
ORD02986,CUST05140,DRV02529,SRV01,PAY03,LOC07606,T2023072504,149365,4.25,10000,completed
ORD02987,CUST09916,DRV06776,SRV01,PAY03,LOC09408,T2023062205,196120,18.03,10000,cancelled
ORD02988,CUST01556,DRV00967,SRV01,PAY03,LOC04885,T2023052423,162207,16.27,0,cancelled
ORD02989,CUST05621,DRV01277,SRV03,PAY03,LOC02788,T2023010821,143715,17.22,10000,completed
ORD02990,CUST05908,DRV07397,SRV03,PAY03,LOC07843,T2023011207,161798,11.06,0,completed
ORD02991,CUST06173,DRV08145,SRV01,PAY01,LOC02252,T2023111000,138069,7.41,10000,COMPLETED
ORD02992,CUST02896,DRV09518,SRV03,PAY03,LOC08437,T2023051613,89264,13.03,0,completed
ORD02993,CUST04612,DRV07720,SRV01,PAY02,LOC08406,T2024022110,21412,12.67,10000,completed
ORD02994,CUST08731,DRV05202,SRV03,PAY01,LOC01412,T2023071117,178931,1.82,5000,
ORD02995,CUST03581,DRV07600,SRV03,PAY02,LOC02644,T2023062906,85612,13.47,5000,COMPLETED
ORD02996,CUST09561,DRV07889,SRV02,PAY01,LOC09845,T2023111917,161292,15.92,0,completed
ORD02997,CUST05126,DRV02315,SRV01,PAY02,LOC08965,T2023120900,170786,19.52,10000,cancelled
ORD02998,CUST03854,DRV09645,SRV02,PAY02,LOC05469,T2023051822,105782,19.75,0,
ORD02999,CUST07865,DRV07815,SRV03,PAY02,LOC01872,T2023011713,120097,6.58,5000,cancelled
ORD03000,CUST08943,DRV03262,SRV01,PAY03,LOC07702,T2024010401,67045,19.75,0,cancelled
ORD03001,CUST07494,DRV09808,SRV03,PAY02,LOC05903,T2024020603,173438,15.97,0,COMPLETED
ORD03002,CUST08525,DRV09882,SRV03,PAY02,LOC04394,T2023061601,-50000,4.47,0,cancelled
ORD03003,CUST09105,DRV01542,SRV03,PAY02,LOC02453,T2023121715,164217,15.63,0,completed
ORD03004,CUST06483,DRV03402,SRV01,PAY01,LOC02016,T2023012702,43230,9.82,0,completed
ORD03005,CUST05507,DRV05126,SRV02,PAY02,LOC04764,T2024010505,141598,9.75,10000,cancelled
ORD03006,CUST03703,DRV09016,SRV02,PAY01,LOC07441,T2023060412,129705,19.42,0,completed
ORD03007,CUST06027,DRV01113,SRV02,PAY03,LOC04896,T2023040811,-50000,14.7,5000,cancelled
ORD03008,CUST00885,DRV07576,SRV01,PAY01,LOC05180,T2023111318,170478,9.16,5000,COMPLETED
ORD03009,CUST01798,DRV05814,SRV02,PAY02,LOC09204,T2023050914,113356,3.13,0,
ORD03010,CUST06987,DRV07349,SRV02,PAY01,LOC09973,T2023032009,159854,12.58,0,COMPLETED
ORD03011,CUST05522,DRV02258,SRV02,PAY02,LOC05960,T2023123000,169737,2.51,0,
ORD03012,CUST08908,DRV04167,SRV01,PAY02,LOC04514,T2023050903,140288,3.11,0,completed
ORD03013,CUST01901,DRV05664,SRV02,PAY03,LOC05214,T2023021217,123307,14.09,0,completed
ORD03014,CUST04713,DRV01260,SRV02,PAY01,LOC09083,T2023071214,89516,17.22,10000,cancelled
ORD03015,CUST04441,DRV03136,SRV02,PAY03,LOC03295,T2023052714,93772,2.48,0,
ORD03016,CUST06261,DRV07398,SRV02,PAY02,LOC01105,T2024011902,51581,13.84,0,cancelled
ORD03017,CUST00115,DRV01089,SRV01,PAY03,LOC00142,T2023111109,102409,16.32,0,completed
ORD03018,CUST01972,DRV05063,SRV02,PAY01,LOC02318,T2024012912,173042,12.07,0,completed
ORD03019,CUST02321,DRV02747,SRV02,PAY01,LOC09353,T2023122815,138122,9.75,0,COMPLETED
ORD03020,CUST08407,DRV05306,SRV03,PAY01,LOC04987,T2023112808,55050,10.49,0,completed
ORD03021,CUST07504,DRV07908,SRV02,PAY03,LOC00411,T2024012210,1,1.56,10000,cancelled
ORD03022,CUST07176,DRV03250,SRV01,PAY02,LOC06794,T2023070519,106944,16.44,0,completed
ORD03023,CUST06635,DRV02140,SRV03,PAY03,LOC07389,T2023011104,191145,6.35,5000,COMPLETED
ORD03024,CUST04987,DRV02289,SRV01,PAY02,LOC00439,T2023041119,181463,19.23,10000,cancelled
ORD03025,CUST07926,DRV09665,SRV03,PAY02,LOC08602,T2023051614,115961,15.97,10000,
ORD03026,CUST06612,DRV05934,SRV03,PAY01,LOC05094,T2023040700,139929,6.6,0,
ORD03027,CUST00844,DRV01955,SRV02,PAY02,LOC04944,T2023041713,194824,15.03,10000,COMPLETED
ORD03028,CUST02381,DRV06500,SRV02,PAY02,LOC09691,T2023021714,101143,18.69,0,COMPLETED
ORD03029,CUST03390,DRV01375,SRV03,PAY03,LOC07258,T2023122100,174953,6.97,0,cancelled
ORD03030,CUST01843,DRV09055,SRV03,PAY01,LOC07861,T2023011008,122348,14.2,10000,cancelled
ORD03031,CUST00017,DRV02556,SRV03,PAY03,LOC08912,T2023042317,97128,10.19,0,cancelled
ORD03032,CUST06395,DRV07785,SRV01,PAY02,LOC02331,T2024012418,152554,9.08,10000,COMPLETED
ORD03033,CUST05821,DRV03445,SRV02,PAY03,LOC03634,T2023072307,57997,12.66,0,cancelled
ORD03034,CUST07938,DRV04808,SRV01,PAY01,LOC06830,T2023100513,75632,10.61,0,
ORD03035,CUST01927,DRV04645,SRV03,PAY01,LOC09885,T2023102907,156147,17.64,0,COMPLETED
ORD03036,CUST01243,DRV06282,SRV03,PAY01,LOC01700,T2023101122,28809,8.52,0,cancelled
ORD03037,CUST07454,DRV08154,SRV03,PAY02,LOC00698,T2024020522,59682,9.33,0,COMPLETED
ORD03038,CUST04029,DRV04102,SRV03,PAY03,LOC04570,T2023082901,87039,17.84,0,COMPLETED
ORD03039,CUST00598,DRV03099,SRV02,PAY01,LOC09981,T2023122206,134381,10.66,10000,completed
ORD03040,CUST00388,DRV02419,SRV01,PAY03,LOC07459,T2023050704,150924,14.88,5000,completed
ORD03041,CUST08613,DRV07483,SRV02,PAY01,LOC09015,T2023052222,154467,10.63,0,
ORD03042,CUST00862,DRV04634,SRV01,PAY01,LOC02905,T2023033117,120198,19.61,10000,completed
ORD03043,CUST08773,DRV01454,SRV03,PAY02,LOC08837,T2023072212,146651,11.03,10000,cancelled
ORD03044,CUST06784,DRV04316,SRV02,PAY02,LOC06597,T2024010415,149017,3.77,10000,
ORD03045,CUST09655,DRV02447,SRV03,PAY02,LOC03443,T2024021819,84924,4.69,0,completed
ORD03046,CUST03229,DRV08855,SRV02,PAY03,LOC07844,T2023041102,45356,4.55,10000,
ORD03047,CUST02296,DRV07417,SRV01,PAY02,LOC01724,T2023021320,188111,14.61,0,completed
ORD03048,CUST09607,DRV02764,SRV01,PAY01,LOC06220,T2023040907,31298,7.62,0,COMPLETED
ORD03049,CUST00266,DRV08167,SRV02,PAY03,LOC08592,T2023090123,122460,19.61,5000,
ORD03050,CUST03602,DRV09229,SRV03,PAY03,LOC03734,T2023082403,52479,10.81,0,cancelled
ORD03051,CUST03082,DRV00238,SRV03,PAY03,LOC08511,T2023051400,137599,19.79,0,COMPLETED
ORD03052,CUST02105,DRV03988,SRV02,PAY01,LOC00230,T2023011721,16219,8.5,10000,COMPLETED
ORD03053,CUST06280,DRV05536,SRV01,PAY01,LOC03490,T2024011922,133470,18.66,0,COMPLETED
ORD03054,CUST03573,DRV09063,SRV03,PAY03,LOC00180,T2024010922,92879,12.55,10000,completed
ORD03055,CUST03245,DRV01482,SRV02,PAY03,LOC09390,T2024012020,48320,16.25,10000,
ORD03056,CUST03011,DRV07693,SRV01,PAY03,LOC02385,T2023111917,120065,12.94,10000,
ORD03057,CUST05827,DRV08865,SRV01,PAY01,LOC04566,T2023122615,136704,1.68,0,
ORD03058,CUST00910,DRV05920,SRV03,PAY02,LOC08486,T2024010401,174885,16.58,10000,COMPLETED
ORD03059,CUST08310,DRV05638,SRV03,PAY02,LOC00027,T2023080517,150609,8.87,5000,completed
ORD03060,CUST00835,DRV04154,SRV02,PAY02,LOC00413,T2023022814,21697,7.84,0,
ORD03061,CUST01413,DRV05449,SRV01,PAY02,LOC08504,T2024010422,172671,2.89,0,
ORD03062,CUST03959,DRV06673,SRV01,PAY03,LOC08689,T2023031208,100659,1.76,5000,cancelled
ORD03063,CUST05227,DRV00954,SRV02,PAY01,LOC06417,T2023091718,178237,2.65,10000,cancelled
ORD03064,CUST04695,DRV09317,SRV01,PAY02,LOC06060,T2023110115,193241,5.3,0,cancelled
ORD03065,CUST03213,DRV05757,SRV03,PAY02,LOC06633,T2023010616,150348,9.36,0,COMPLETED
ORD03066,CUST06738,DRV01031,SRV02,PAY02,LOC09621,T2023111308,151827,11.03,0,COMPLETED
ORD03067,CUST00064,DRV00261,SRV03,PAY02,LOC07729,T2023121718,143749,7.96,0,COMPLETED
ORD03068,CUST02544,DRV02155,SRV02,PAY02,LOC04939,T2023091616,140896,9.31,10000,completed
ORD03069,CUST03786,DRV08920,SRV02,PAY01,LOC04471,T2023092506,112338,17.17,10000,
ORD03070,CUST06146,DRV07381,SRV02,PAY01,LOC08591,T2023101508,51910,16.93,10000,cancelled
ORD03071,CUST06148,DRV00055,SRV01,PAY02,LOC05521,T2023042706,154194,9.4,0,completed
ORD03072,CUST00194,DRV05670,SRV02,PAY01,LOC09433,T2023030209,74080,13.56,0,completed
ORD03073,CUST04063,DRV08586,SRV01,PAY03,LOC01214,T2023083116,174232,9.01,0,cancelled
ORD03074,CUST01673,DRV02268,SRV02,PAY02,LOC07423,T2023020307,163978,15.75,0,
ORD03075,CUST07959,DRV09560,SRV01,PAY01,LOC00545,T2023081815,84903,15.74,10000,
ORD03076,CUST06138,DRV05797,SRV01,PAY01,LOC06565,T2023030502,60882,18.62,5000,
ORD03077,CUST07167,DRV07501,SRV02,PAY01,LOC08345,T2024021523,188546,13.68,5000,
ORD03078,CUST00817,DRV07539,SRV03,PAY01,LOC08049,T2023022507,128013,10.34,0,cancelled
ORD03079,CUST05098,DRV08996,SRV02,PAY02,LOC00993,T2024010323,73550,12.89,0,completed
ORD03080,CUST01346,DRV06602,SRV02,PAY03,LOC07356,T2023091814,166321,4.24,5000,
ORD03081,CUST07004,DRV01363,SRV03,PAY01,LOC06233,T2023010417,109352,4.66,0,COMPLETED
ORD03082,CUST09158,DRV09439,SRV03,PAY02,LOC02973,T2023042011,128096,5.92,0,
ORD03083,CUST01081,DRV02933,SRV02,PAY02,LOC03160,T2023092607,129952,13.25,5000,COMPLETED
ORD03084,CUST09410,DRV02827,SRV02,PAY01,LOC09883,T2023020101,145165,7.25,5000,
ORD03085,CUST03587,DRV05632,SRV03,PAY01,LOC07864,T2023030102,103920,6.25,0,
ORD03086,CUST08023,DRV08398,SRV03,PAY01,LOC07298,T2023071413,191498,4.35,0,completed
ORD03087,CUST03950,DRV07867,SRV01,PAY03,LOC02164,T2024011621,107579,8.57,0,COMPLETED
ORD03088,CUST05881,DRV09067,SRV03,PAY01,LOC00070,T2023010307,83155,8.82,0,cancelled
ORD03089,CUST09554,DRV07427,SRV01,PAY02,LOC03147,T2023031917,91590,4.63,5000,
ORD03090,CUST08497,DRV07872,SRV01,PAY02,LOC03585,T2023010514,24275,1.91,5000,
ORD03091,CUST02718,DRV09169,SRV03,PAY03,LOC09614,T2023092504,196079,5.31,10000,
ORD03092,CUST04162,DRV07724,SRV01,PAY03,LOC04063,T2024011506,81286,5.9,10000,completed
ORD03093,CUST06830,DRV06536,SRV02,PAY02,LOC01507,T2023021405,103232,19.31,0,cancelled
ORD03094,CUST08047,DRV04052,SRV03,PAY02,LOC00010,T2023051618,31371,7.55,0,cancelled
ORD03095,CUST08070,DRV04211,SRV03,PAY03,LOC03376,T2023111416,78093,17.91,10000,completed
ORD03096,CUST03860,DRV06017,SRV02,PAY03,LOC09255,T2023091412,49631,18.33,0,COMPLETED
ORD03097,CUST07119,DRV09305,SRV01,PAY02,LOC09031,T2023022204,189913,5.79,0,COMPLETED
ORD03098,CUST07225,DRV08576,SRV01,PAY03,LOC01850,T2023050623,127912,18.98,10000,completed
ORD03099,CUST04446,DRV00835,SRV02,PAY02,LOC03237,T2023062816,145983,8.35,10000,
ORD03100,CUST03859,DRV07025,SRV02,PAY02,LOC05730,T2023110105,47821,11.14,10000,COMPLETED
ORD03101,CUST01918,DRV07201,SRV03,PAY01,LOC06477,T2023050218,154190,13.09,0,COMPLETED
ORD03102,CUST04868,DRV05681,SRV03,PAY02,LOC05681,T2023071419,188387,3.47,10000,cancelled
ORD03103,CUST05078,DRV00157,SRV02,PAY02,LOC05061,T2023122910,29045,2.24,0,cancelled
ORD03104,CUST00275,DRV04804,SRV01,PAY01,LOC06370,T2023043020,79104,15.98,0,cancelled
ORD03105,CUST03869,DRV02382,SRV03,PAY02,LOC01799,T2024021406,126557,2.07,5000,
ORD03106,CUST09277,DRV03437,SRV03,PAY01,LOC04468,T2023120407,120952,4.01,0,
ORD03107,CUST05790,DRV08880,SRV03,PAY01,LOC00041,T2024020104,56469,6.46,0,COMPLETED
ORD03108,CUST00133,DRV03258,SRV01,PAY01,LOC08829,T2023060623,115663,15.61,5000,
ORD03109,CUST06453,DRV05924,SRV01,PAY02,LOC06346,T2023121119,90678,3.6,5000,
ORD03110,CUST07723,DRV07755,SRV02,PAY02,LOC05031,T2023090117,144141,3.55,0,COMPLETED
ORD03111,CUST01320,DRV02403,SRV01,PAY03,LOC00820,T2023112609,178884,11.78,10000,completed
ORD03112,CUST04913,DRV04199,SRV02,PAY03,LOC00446,T2023042108,49808,14.14,5000,completed
ORD03113,CUST07715,DRV00787,SRV02,PAY03,LOC04284,T2023081014,170489,13.85,0,COMPLETED
ORD03114,CUST06113,DRV08796,SRV01,PAY03,LOC02631,T2024011104,117385,18.81,10000,COMPLETED
ORD03115,CUST09422,DRV05242,SRV03,PAY02,LOC03090,T2023082404,167020,19.95,0,
ORD03116,CUST07105,DRV03943,SRV02,PAY03,LOC05678,T2023081120,97828,1.61,5000,
ORD03117,CUST09037,DRV01406,SRV01,PAY01,LOC06605,T2024021010,45005,14.44,0,cancelled
ORD03118,CUST03915,DRV02156,SRV02,PAY03,LOC08681,T2023041802,81712,14.29,0,
ORD03119,CUST04782,DRV09242,SRV03,PAY03,LOC03102,T2023121319,193633,9.26,5000,cancelled
ORD03120,CUST00269,DRV04003,SRV02,PAY02,LOC01014,T2023103017,147391,3.0,0,COMPLETED
ORD03121,CUST04267,DRV07167,SRV03,PAY02,LOC06940,T2024011120,196709,3.09,0,cancelled
ORD03122,CUST05533,DRV08685,SRV01,PAY03,LOC08978,T2023022518,130105,17.79,5000,COMPLETED
ORD03123,CUST05802,DRV03441,SRV02,PAY03,LOC01157,T2024021009,130500,2.25,0,completed
ORD03124,CUST03769,DRV02878,SRV03,PAY01,LOC05320,T2023072810,128035,17.37,0,completed
ORD03125,CUST02321,DRV00474,SRV01,PAY03,LOC03237,T2023032906,126286,14.71,0,completed
ORD03126,CUST00370,DRV00993,SRV03,PAY02,LOC04955,T2023121220,75529,11.71,0,
ORD03127,CUST09780,DRV05254,SRV01,PAY01,LOC01282,T2023041901,17217,3.23,0,cancelled
ORD03128,CUST03688,DRV02087,SRV02,PAY01,LOC07938,T2024020204,119506,16.58,0,COMPLETED
ORD03129,CUST06632,DRV07300,SRV03,PAY01,LOC08724,T2024012123,69583,4.22,0,cancelled
ORD03130,CUST06858,DRV03083,SRV02,PAY02,LOC04641,T2023021607,44841,8.68,5000,COMPLETED
ORD03131,CUST05698,DRV04354,SRV01,PAY02,LOC00929,T2023030402,151973,4.77,0,completed
ORD03132,CUST01647,DRV01409,SRV03,PAY03,LOC09254,T2023071119,149490,3.42,10000,cancelled
ORD03133,CUST04133,DRV04837,SRV02,PAY01,LOC07507,T2023071601,19503,16.02,0,completed
ORD03134,CUST06943,DRV03530,SRV01,PAY02,LOC00971,T2023043009,28386,6.78,0,cancelled
ORD03135,CUST02799,DRV00514,SRV02,PAY03,LOC07136,T2023041703,48285,5.04,0,cancelled
ORD03136,CUST01320,DRV03154,SRV03,PAY02,LOC05317,T2023100509,24847,2.14,5000,
ORD03137,CUST05244,DRV00928,SRV02,PAY03,LOC08243,T2024011007,89541,4.72,5000,
ORD03138,CUST07290,DRV08234,SRV01,PAY02,LOC01808,T2024012306,146160,2.72,10000,completed
ORD03139,CUST02835,DRV05838,SRV01,PAY02,LOC04854,T2023032211,71391,5.84,0,completed
ORD03140,CUST09472,DRV06808,SRV01,PAY01,LOC00349,T2023051507,24823,1.9,0,cancelled
ORD03141,CUST05575,DRV08467,SRV01,PAY01,LOC03350,T2023111819,71878,3.04,5000,
ORD03142,CUST00743,DRV04412,SRV02,PAY01,LOC07807,T2023061801,64808,10.05,0,cancelled
ORD03143,CUST03422,DRV08567,SRV03,PAY01,LOC01820,T2023010306,185771,3.17,0,COMPLETED
ORD03144,CUST07623,DRV05711,SRV03,PAY03,LOC03527,T2023072107,166800,5.33,10000,
ORD03145,CUST06605,DRV05577,SRV02,PAY01,LOC03257,T2023010815,133448,4.83,10000,
ORD03146,CUST06460,DRV04846,SRV02,PAY03,LOC07372,T2023111006,81543,15.0,5000,cancelled
ORD03147,CUST04112,DRV02362,SRV03,PAY02,LOC08077,T2023110600,91270,5.28,0,completed
ORD03148,CUST01677,DRV07299,SRV02,PAY03,LOC09979,T2023090620,122810,16.68,5000,completed
ORD03149,CUST07030,DRV03373,SRV01,PAY02,LOC08659,T2023030606,112067,9.94,0,
ORD03150,CUST00460,DRV09328,SRV01,PAY03,LOC04944,T2023050109,135669,13.14,0,cancelled
ORD03151,CUST06404,DRV06932,SRV01,PAY02,LOC08262,T2023071602,165444,16.86,0,
ORD03152,CUST02632,DRV04495,SRV01,PAY03,LOC09004,T2023093010,85414,11.19,0,
ORD03153,CUST04263,DRV01423,SRV02,PAY01,LOC01593,T2023092115,26637,8.33,10000,COMPLETED
ORD03154,CUST04735,DRV00525,SRV01,PAY03,LOC00533,T2024021812,169855,19.72,0,cancelled
ORD03155,CUST03778,DRV04907,SRV02,PAY01,LOC03536,T2023090115,105233,15.6,0,cancelled
ORD03156,CUST01116,DRV08710,SRV03,PAY01,LOC06276,T2023123011,177292,4.74,0,
ORD03157,CUST03784,DRV02535,SRV01,PAY03,LOC09306,T2023012201,98348,15.81,10000,cancelled
ORD03158,CUST07079,DRV00375,SRV03,PAY02,LOC04500,T2023063005,147515,12.72,10000,COMPLETED
ORD03159,CUST02974,DRV04996,SRV03,PAY01,LOC09889,T2023040818,141036,18.37,0,completed
ORD03160,CUST03066,DRV03806,SRV01,PAY03,LOC00991,T2023091220,63395,19.29,0,
ORD03161,CUST01045,DRV02602,SRV02,PAY01,LOC07779,T2023071419,61755,2.45,0,
ORD03162,CUST03933,DRV01853,SRV02,PAY02,LOC01343,T2023062523,81046,11.63,10000,cancelled
ORD03163,CUST07576,DRV08793,SRV01,PAY03,LOC03726,T2023092704,134186,6.45,0,
ORD03164,CUST07800,DRV09641,SRV02,PAY03,LOC09168,T2023030807,95499,7.1,10000,
ORD03165,CUST05047,DRV08842,SRV02,PAY02,LOC03807,T2023021901,76620,10.64,5000,completed
ORD03166,CUST00481,DRV08363,SRV03,PAY01,LOC08832,T2023092006,129723,13.27,10000,completed
ORD03167,CUST06728,DRV02537,SRV02,PAY02,LOC05155,T2023092700,95201,18.78,5000,cancelled
ORD03168,CUST06920,DRV02412,SRV02,PAY03,LOC09138,T2023040715,113193,15.15,10000,COMPLETED
ORD03169,CUST08113,DRV01685,SRV03,PAY03,LOC05990,T2023020623,1,15.35,10000,
ORD03170,CUST04938,DRV09100,SRV03,PAY03,LOC05132,T2023102918,73207,15.45,5000,COMPLETED
ORD03171,CUST09437,DRV04380,SRV03,PAY03,LOC09819,T2023091509,18124,16.32,10000,completed
ORD03172,CUST08982,DRV05189,SRV01,PAY01,LOC04053,T2023073108,177897,4.15,0,cancelled
ORD03173,CUST08881,DRV03333,SRV03,PAY03,LOC05376,T2023082118,40897,13.08,5000,cancelled
ORD03174,CUST03237,DRV07064,SRV01,PAY02,LOC08701,T2024021100,142348,4.51,5000,cancelled
ORD03175,CUST04770,DRV02978,SRV01,PAY02,LOC02882,T2023111603,157698,4.44,0,completed
ORD03176,CUST08754,DRV00814,SRV03,PAY02,LOC07370,T2023040910,172569,6.14,0,
ORD03177,CUST03231,DRV04416,SRV02,PAY03,LOC01942,T2023031701,80903,4.06,10000,COMPLETED
ORD03178,CUST01781,DRV00378,SRV02,PAY02,LOC01883,T2024012911,19334,2.38,0,cancelled
ORD03179,CUST08570,DRV03858,SRV02,PAY01,LOC00312,T2024011210,58923,2.91,0,cancelled
ORD03180,CUST01560,DRV01622,SRV03,PAY03,LOC04122,T2023022013,197586,8.22,0,cancelled
ORD03181,CUST01142,DRV00801,SRV02,PAY03,LOC08424,T2024010515,135801,10.81,5000,COMPLETED
ORD03182,CUST01707,DRV03557,SRV01,PAY01,LOC04220,T2023040408,40085,6.19,5000,cancelled
ORD03183,CUST08631,DRV06553,SRV01,PAY02,LOC03405,T2023082409,148291,7.79,10000,
ORD03184,CUST01873,DRV08088,SRV03,PAY01,LOC04195,T2023081913,142716,1.62,0,COMPLETED
ORD03185,CUST00258,DRV00120,SRV01,PAY03,LOC08986,T2024013010,148362,8.09,0,cancelled
ORD03186,CUST07248,DRV03572,SRV01,PAY01,LOC03609,T2023011006,91592,3.58,10000,COMPLETED
ORD03187,CUST03917,DRV08689,SRV01,PAY03,LOC02731,T2024010603,39418,11.15,0,
ORD03188,CUST04932,DRV02647,SRV02,PAY03,LOC06643,T2023051622,30740,19.71,0,completed
ORD03189,CUST09231,DRV03846,SRV03,PAY02,LOC04052,T2024010822,166748,14.7,10000,cancelled
ORD03190,CUST06048,DRV08397,SRV01,PAY01,LOC05171,T2023111102,139184,13.08,0,
ORD03191,CUST06002,DRV09538,SRV02,PAY02,LOC08149,T2023122016,51634,6.24,10000,completed
ORD03192,CUST08994,DRV08333,SRV02,PAY01,LOC05010,T2023042913,129286,4.32,10000,
ORD03193,CUST09940,DRV01001,SRV02,PAY02,LOC00979,T2023040803,160972,11.86,0,COMPLETED
ORD03194,CUST03218,DRV02807,SRV02,PAY03,LOC09749,T2023122203,184011,12.59,0,
ORD03195,CUST09426,DRV03080,SRV02,PAY02,LOC08629,T2023101316,33173,11.64,0,
ORD03196,CUST03267,DRV00835,SRV02,PAY03,LOC08509,T2023113003,162686,15.74,0,COMPLETED
ORD03197,CUST02502,DRV09538,SRV01,PAY02,LOC02973,T2023030401,181419,2.92,10000,
ORD03198,CUST04129,DRV09641,SRV02,PAY02,LOC00216,T2023011604,162781,9.22,5000,completed
ORD03199,CUST01361,DRV04840,SRV02,PAY01,LOC08736,T2023010519,123382,11.86,0,
ORD03200,CUST07270,DRV08288,SRV03,PAY03,LOC03655,T2023022714,108902,9.63,5000,
ORD03201,CUST03475,DRV07739,SRV01,PAY01,LOC04456,T2023072811,172202,19.81,0,COMPLETED
ORD03202,CUST02403,DRV00907,SRV03,PAY01,LOC01007,T2023020903,1,4.1,10000,cancelled
ORD03203,CUST09764,DRV03541,SRV01,PAY01,LOC00674,T2023032910,28780,8.44,0,cancelled
ORD03204,CUST09266,DRV08191,SRV02,PAY03,LOC03754,T2023042221,90324,2.14,0,
ORD03205,CUST05056,DRV02222,SRV03,PAY01,LOC02637,T2023060704,67991,3.08,0,completed
ORD03206,CUST05949,DRV08381,SRV01,PAY01,LOC05967,T2023112913,117680,18.68,0,COMPLETED
ORD03207,CUST09659,DRV06201,SRV02,PAY01,LOC05412,T2023042406,76405,15.21,10000,completed
ORD03208,CUST08562,DRV02695,SRV02,PAY02,LOC00860,T2023122607,101563,13.09,0,COMPLETED
ORD03209,CUST07364,DRV01012,SRV01,PAY01,LOC08039,T2023050801,181155,15.69,0,COMPLETED
ORD03210,CUST04016,DRV04707,SRV02,PAY03,LOC07241,T2023111102,86661,3.6,10000,COMPLETED
ORD03211,CUST03844,DRV01353,SRV01,PAY02,LOC07992,T2023100410,184191,10.39,10000,completed
ORD03212,CUST00262,DRV05088,SRV02,PAY02,LOC05575,T2023052122,158056,10.24,0,
ORD03213,CUST01331,DRV09170,SRV03,PAY03,LOC00509,T2023072206,18587,4.8,10000,cancelled
ORD03214,CUST09039,DRV03086,SRV02,PAY01,LOC06433,T2023032315,127755,15.49,0,
ORD03215,CUST03733,DRV01289,SRV02,PAY01,LOC05853,T2023032607,77843,18.59,5000,cancelled
ORD03216,CUST09180,DRV08185,SRV02,PAY02,LOC09435,T2023072108,64905,18.27,5000,completed
ORD03217,CUST07161,DRV03045,SRV03,PAY01,LOC07210,T2023042901,90723,14.46,5000,completed
ORD03218,CUST03066,DRV01820,SRV02,PAY02,LOC05621,T2023112209,167148,8.78,0,cancelled
ORD03219,CUST03976,DRV04912,SRV02,PAY01,LOC07332,T2023111119,176775,10.78,0,cancelled
ORD03220,CUST05893,DRV05380,SRV02,PAY02,LOC05986,T2023022806,54605,14.73,5000,COMPLETED
ORD03221,CUST00761,DRV09462,SRV02,PAY02,LOC04324,T2023022601,35018,17.41,0,completed
ORD03222,CUST08260,DRV06412,SRV02,PAY01,LOC07264,T2023122302,15324,11.0,0,
ORD03223,CUST02057,DRV03515,SRV03,PAY03,LOC08605,T2024020721,160370,12.8,0,COMPLETED
ORD03224,CUST01704,DRV02458,SRV02,PAY01,LOC09149,T2023112903,103647,9.92,0,cancelled
ORD03225,CUST08277,DRV09282,SRV01,PAY03,LOC04936,T2023101913,169918,14.93,10000,COMPLETED
ORD03226,CUST00493,DRV05839,SRV02,PAY01,LOC01379,T2023070807,124417,4.36,0,COMPLETED
ORD03227,CUST06326,DRV06072,SRV03,PAY02,LOC07890,T2024011811,188372,7.33,5000,completed
ORD03228,CUST09120,DRV05520,SRV03,PAY03,LOC00052,T2023082804,190902,5.35,0,COMPLETED
ORD03229,CUST00483,DRV04791,SRV01,PAY01,LOC06324,T2023120111,66598,19.12,10000,
ORD03230,CUST09602,DRV06188,SRV03,PAY02,LOC05168,T2023082218,92377,12.83,0,
ORD03231,CUST03033,DRV01591,SRV03,PAY03,LOC07644,T2024021618,192931,8.7,0,
ORD03232,CUST01509,DRV07859,SRV03,PAY01,LOC06193,T2023012414,23045,5.51,10000,COMPLETED
ORD03233,CUST03238,DRV04799,SRV01,PAY01,LOC02694,T2023070809,47087,8.29,10000,cancelled
ORD03234,CUST08466,DRV02886,SRV02,PAY02,LOC07039,T2023030821,-50000,12.39,10000,
