driver_id,vehicle_type,driver_rating,driver_status
DRV02060,mOtOr,4.07,aktif
DRV02061,MOTOR,4.45,nonaktif
DRV02062,mOtOr,3.91,aktif
DRV02063,MOTOR,4.63,aktif
DRV02064,mobil,3.76,aktif
DRV02065,mOtOr,4.34,Aktif
DRV02066,mobil,4.84,Aktif
DRV02067,Motor,4.01,Aktif
DRV02068,mobil,3.94,Aktif
DRV02069,Mobil,4.38,nonaktif
DRV02070,MOTOR,4.21,nonaktif
DRV02071,MOTOR,4.93,nonaktif
DRV02072,Motor,3.6,Aktif
DRV02073,mOtOr,4.08,aktif
DRV02074,Motor,4.86,aktif
DRV02075,mOtOr,4.02,nonaktif
DRV02076,mobil,3.52,Aktif
DRV02077,mobil,,aktif
DRV02078,Motor,4.5,Aktif
DRV02079,Motor,4.51,aktif
DRV02080,mOtOr,3.63,Aktif
DRV02081,mOtOr,4.78,aktif
DRV02082,Mobil,4.67,aktif
DRV02083,MOTOR,4.12,nonaktif
DRV02084,mOtOr,4.64,Aktif
DRV02085,mOtOr,3.55,Aktif
DRV02086,Motor,3.97,Aktif
DRV02087,MOTOR,4.84,aktif
DRV02088,Mobil,3.51,aktif
DRV02089,MOTOR,3.55,aktif
DRV02090,mOtOr,4.79,Aktif
DRV02091,MOTOR,3.91,nonaktif
DRV02092,Motor,4.56,aktif
DRV02093,Mobil,4.66,Aktif
DRV02094,mOtOr,4.15,Aktif
DRV02095,MOTOR,4.49,nonaktif
DRV02096,mobil,3.86,aktif
DRV02097,Mobil,3.96,aktif
DRV02098,Mobil,4.31,aktif
DRV02099,mOtOr,4.14,nonaktif
DRV02100,mobil,4.06,nonaktif
DRV02101,mOtOr,5.0,aktif
DRV02102,MOTOR,4.65,aktif
DRV02103,Motor,4.39,nonaktif
DRV02104,mOtOr,3.94,Aktif
DRV02105,Motor,4.19,aktif
DRV02106,MOTOR,3.79,nonaktif
DRV02107,mobil,4.13,nonaktif
DRV02108,Mobil,4.87,aktif
DRV02109,mOtOr,3.88,nonaktif
DRV02110,mobil,3.55,aktif
DRV02111,mOtOr,4.71,aktif
DRV02112,Motor,4.52,aktif
DRV02113,MOTOR,3.75,aktif
DRV02114,mobil,4.55,Aktif
DRV02115,mOtOr,4.52,nonaktif
DRV02116,Mobil,4.08,nonaktif
DRV02117,MOTOR,3.79,aktif
DRV02118,Motor,3.76,aktif
DRV02119,mobil,4.75,aktif
DRV02120,MOTOR,4.75,Aktif
DRV02121,mobil,3.82,nonaktif
DRV02122,MOTOR,4.07,Aktif
DRV02123,Mobil,4.7,aktif
DRV02124,Motor,3.58,nonaktif
DRV02125,MOTOR,4.99,nonaktif
DRV02126,Mobil,3.92,nonaktif
DRV02127,mobil,3.73,Aktif
DRV02128,mOtOr,3.86,nonaktif
DRV02129,mobil,4.02,Aktif
DRV02130,Mobil,4.37,aktif
DRV02131,mobil,4.63,Aktif
DRV02132,MOTOR,3.8,Aktif
DRV02133,Motor,3.78,nonaktif
DRV02134,mOtOr,4.88,Aktif
DRV02135,MOTOR,4.71,Aktif
DRV02136,mobil,3.93,aktif
DRV02137,Motor,4.09,Aktif
DRV02138,Mobil,4.56,aktif
DRV02139,mOtOr,3.53,aktif
DRV02140,mOtOr,3.91,Aktif
DRV02141,Mobil,3.79,aktif
DRV02142,Motor,4.14,nonaktif
DRV02143,mobil,4.55,Aktif
DRV02144,mOtOr,4.4,Aktif
DRV02145,MOTOR,3.57,aktif
DRV02146,MOTOR,4.71,Aktif
DRV02147,Motor,4.13,nonaktif
DRV02148,Motor,3.91,nonaktif
DRV02149,Mobil,3.59,aktif
DRV02150,Mobil,4.53,nonaktif
DRV02151,mobil,4.04,aktif
DRV02152,mOtOr,4.88,Aktif
DRV02153,mOtOr,4.18,aktif
DRV02154,mobil,3.83,aktif
DRV02155,Motor,4.55,Aktif
DRV02156,MOTOR,4.75,Aktif
DRV02157,mOtOr,4.86,Aktif
DRV02158,Motor,3.74,nonaktif
DRV02159,MOTOR,4.38,aktif
DRV02160,Mobil,3.85,aktif
DRV02161,Mobil,,nonaktif
DRV02162,Motor,4.19,nonaktif
DRV02163,mOtOr,,nonaktif
DRV02164,Motor,4.23,aktif
DRV02165,Motor,4.84,nonaktif
DRV02166,MOTOR,3.62,aktif
DRV02167,mOtOr,4.26,nonaktif
DRV02168,Motor,4.97,Aktif
DRV02169,mOtOr,4.34,nonaktif
DRV02170,mobil,4.73,nonaktif
DRV02171,mOtOr,,aktif
DRV02172,mOtOr,4.95,Aktif
DRV02173,Mobil,3.78,nonaktif
DRV02174,Motor,3.54,aktif
DRV02175,Motor,3.65,Aktif
DRV02176,Motor,3.99,aktif
DRV02177,mOtOr,4.51,nonaktif
DRV02178,mOtOr,4.16,aktif
DRV02179,Mobil,3.83,aktif
DRV02180,MOTOR,4.45,Aktif
DRV02181,mobil,4.63,aktif
DRV02182,Mobil,3.86,aktif
DRV02183,mOtOr,4.18,nonaktif
DRV02184,Motor,3.89,aktif
DRV02185,mobil,4.25,Aktif
DRV02186,MOTOR,4.48,nonaktif
DRV02187,Mobil,4.06,Aktif
DRV02188,MOTOR,4.59,nonaktif
DRV02189,Mobil,4.28,aktif
DRV02190,Mobil,3.9,aktif
DRV02191,Mobil,3.92,nonaktif
DRV02192,MOTOR,4.47,aktif
DRV02193,Motor,4.43,aktif
DRV02194,Mobil,4.6,aktif
DRV02195,MOTOR,4.87,Aktif
DRV02196,MOTOR,4.45,nonaktif
DRV02197,mOtOr,4.55,Aktif
DRV02198,Mobil,3.73,nonaktif
DRV02199,mOtOr,4.81,nonaktif
DRV02200,Motor,3.59,Aktif
DRV02201,Mobil,3.59,Aktif
DRV02202,Mobil,4.04,aktif
DRV02203,Mobil,4.35,Aktif
DRV02204,Mobil,4.59,Aktif
DRV02205,mOtOr,4.63,aktif
DRV02206,MOTOR,4.53,Aktif
DRV02207,MOTOR,3.96,nonaktif
DRV02208,Motor,4.4,Aktif
DRV02209,MOTOR,4.3,nonaktif
DRV02210,Mobil,4.69,nonaktif
DRV02211,MOTOR,4.94,nonaktif
DRV02212,mobil,4.52,aktif
DRV02213,MOTOR,3.8,nonaktif
DRV02214,mOtOr,3.67,aktif
DRV02215,Mobil,3.81,Aktif
DRV02216,mobil,3.8,aktif
DRV02217,Mobil,4.57,nonaktif
DRV02218,Motor,4.55,Aktif
DRV02219,mobil,3.98,nonaktif
DRV02220,mOtOr,4.55,Aktif
DRV02221,MOTOR,3.63,nonaktif
DRV02222,mobil,3.64,aktif
DRV02223,MOTOR,,nonaktif
DRV02224,Motor,4.13,Aktif
DRV02225,MOTOR,4.0,aktif
DRV02226,mobil,4.64,Aktif
DRV02227,Motor,4.6,aktif
DRV02228,mOtOr,4.13,Aktif
DRV02229,MOTOR,4.83,aktif
DRV02230,mOtOr,3.54,nonaktif
DRV02231,Motor,4.12,Aktif
DRV02232,mobil,4.56,Aktif
DRV02233,Mobil,4.7,Aktif
DRV02234,mOtOr,3.83,Aktif
DRV02235,mOtOr,3.66,aktif
DRV02236,mOtOr,4.84,nonaktif
DRV02237,mOtOr,3.5,aktif
DRV02238,MOTOR,3.66,aktif
DRV02239,Motor,,aktif
DRV02240,Mobil,4.65,Aktif
DRV02241,Motor,4.08,nonaktif
DRV02242,Motor,3.86,Aktif
DRV02243,mobil,3.5,Aktif
DRV02244,Motor,3.63,Aktif
DRV02245,Mobil,4.67,aktif
DRV02246,mobil,4.94,nonaktif
DRV02247,mOtOr,3.96,nonaktif
DRV02248,mobil,4.97,aktif
DRV02249,Motor,3.73,Aktif
DRV02250,MOTOR,4.96,aktif
DRV02251,Mobil,4.49,aktif
DRV02252,mOtOr,3.95,Aktif
DRV02253,mOtOr,3.69,nonaktif
DRV02254,Mobil,3.53,Aktif
DRV02255,mobil,3.94,aktif
DRV02256,Motor,4.68,aktif
DRV02257,Mobil,4.29,aktif
DRV02258,mobil,4.8,Aktif
DRV02259,mOtOr,4.57,Aktif
DRV02260,mobil,4.57,Aktif
DRV02261,Motor,4.08,Aktif
DRV02262,Mobil,4.52,nonaktif
DRV02263,mobil,4.6,nonaktif
DRV02264,mOtOr,4.68,Aktif
DRV02265,mOtOr,4.59,Aktif
DRV02266,mobil,4.17,nonaktif
DRV02267,Motor,4.23,aktif
DRV02268,mobil,4.5,nonaktif
DRV02269,mobil,4.4,nonaktif
DRV02270,mobil,3.55,nonaktif
DRV02271,Mobil,4.58,nonaktif
DRV02272,mobil,4.89,Aktif
DRV02273,mobil,3.91,Aktif
DRV02274,Mobil,3.66,nonaktif
DRV02275,Mobil,3.91,Aktif
DRV02276,MOTOR,4.34,Aktif
DRV02277,MOTOR,3.91,nonaktif
DRV02278,MOTOR,4.4,Aktif
DRV02279,Motor,4.66,Aktif
DRV02280,mOtOr,4.5,aktif
DRV02281,MOTOR,4.43,aktif
DRV02282,mobil,4.11,nonaktif
DRV02283,mobil,3.68,nonaktif
DRV02284,mobil,4.45,nonaktif
DRV02285,Mobil,4.0,Aktif
DRV02286,Mobil,3.62,aktif
DRV02287,Motor,4.7,Aktif
DRV02288,mOtOr,4.76,Aktif
DRV02289,Mobil,4.14,nonaktif
DRV02290,MOTOR,4.91,aktif
DRV02291,mobil,4.38,Aktif
DRV02292,Mobil,4.43,Aktif
DRV02293,MOTOR,4.06,aktif
DRV02294,Mobil,3.66,nonaktif
DRV02295,mobil,4.48,nonaktif
DRV02296,Motor,3.56,aktif
DRV02297,mobil,4.32,nonaktif
DRV02298,mobil,4.44,Aktif
DRV02299,Mobil,3.7,nonaktif
DRV02300,Mobil,4.25,aktif
DRV02301,Mobil,4.2,aktif
DRV02302,mOtOr,4.18,aktif
DRV02303,mOtOr,4.16,nonaktif
DRV02304,mOtOr,3.67,aktif
DRV02305,Mobil,3.81,aktif
DRV02306,mOtOr,4.67,aktif
DRV02307,mobil,4.26,Aktif
DRV02308,MOTOR,3.95,Aktif
DRV02309,mOtOr,4.64,nonaktif
DRV02310,Motor,4.65,nonaktif
DRV02311,Motor,3.91,aktif
DRV02312,Motor,3.95,nonaktif
DRV02313,Motor,4.57,nonaktif
DRV02314,Mobil,3.51,aktif
DRV02315,Mobil,3.53,Aktif
DRV02316,mobil,4.31,nonaktif
DRV02317,Motor,4.36,aktif
DRV02318,mobil,4.18,aktif
DRV02319,MOTOR,3.71,nonaktif
DRV02320,MOTOR,4.77,nonaktif
DRV02321,mobil,3.65,nonaktif
DRV02322,Mobil,4.42,nonaktif
DRV02323,Motor,4.96,Aktif
DRV02324,MOTOR,4.89,Aktif
DRV02325,Motor,3.84,aktif
DRV02326,mobil,4.59,aktif
DRV02327,mobil,4.51,Aktif
DRV02328,mOtOr,3.73,nonaktif
DRV02329,Motor,4.18,aktif
DRV02330,mobil,4.17,Aktif
DRV02331,mOtOr,4.94,aktif
DRV02332,Motor,3.93,aktif
DRV02333,Mobil,4.56,Aktif
DRV02334,mOtOr,4.12,nonaktif
DRV02335,mOtOr,3.77,nonaktif
DRV02336,mobil,4.78,aktif
DRV02337,Mobil,4.47,Aktif
DRV02338,MOTOR,4.28,aktif
DRV02339,Mobil,4.65,aktif
DRV02340,Motor,3.53,nonaktif
DRV02341,mOtOr,,Aktif
DRV02342,MOTOR,4.51,nonaktif
DRV02343,MOTOR,4.5,Aktif
DRV02344,MOTOR,4.15,aktif
DRV02345,mobil,4.73,Aktif
DRV02346,Mobil,4.03,aktif
DRV02347,MOTOR,4.84,nonaktif
DRV02348,mOtOr,4.25,nonaktif
DRV02349,Motor,4.4,Aktif
DRV02350,Motor,4.93,aktif
DRV02351,Motor,3.75,nonaktif
DRV02352,mOtOr,3.75,aktif
DRV02353,Mobil,3.65,aktif
DRV02354,Motor,4.91,nonaktif
DRV02355,mOtOr,4.83,Aktif
DRV02356,Motor,4.49,aktif
DRV02357,mobil,3.88,aktif
DRV02358,mobil,4.47,aktif
DRV02359,mOtOr,4.84,nonaktif
DRV02360,Motor,4.69,aktif
DRV02361,mOtOr,3.63,Aktif
DRV02362,MOTOR,4.35,aktif
DRV02363,mobil,4.22,aktif
DRV02364,Mobil,3.8,nonaktif
DRV02365,Motor,3.95,aktif
DRV02366,Mobil,4.56,Aktif
DRV02367,Mobil,4.38,Aktif
DRV02368,MOTOR,4.38,Aktif
DRV02369,mOtOr,3.86,Aktif
DRV02370,MOTOR,5.0,Aktif
DRV02371,mobil,3.96,aktif
DRV02372,Mobil,4.76,aktif
DRV02373,mobil,4.92,Aktif
DRV02374,MOTOR,4.59,Aktif
DRV02375,mOtOr,4.44,aktif
DRV02376,Motor,4.01,Aktif
DRV02377,Mobil,4.83,aktif
DRV02378,Motor,4.09,nonaktif
DRV02379,MOTOR,4.53,aktif
DRV02380,Motor,4.89,Aktif
DRV02381,MOTOR,4.22,nonaktif
DRV02382,mOtOr,4.9,aktif
DRV02383,mobil,4.63,aktif
DRV02384,MOTOR,4.82,Aktif
DRV02385,Mobil,4.1,nonaktif
DRV02386,mOtOr,3.55,nonaktif
DRV02387,Mobil,4.08,nonaktif
DRV02388,Motor,4.11,nonaktif
DRV02389,MOTOR,4.0,aktif
DRV02390,mobil,4.89,aktif
DRV02391,Mobil,4.27,Aktif
DRV02392,mobil,4.55,nonaktif
DRV02393,Motor,4.27,nonaktif
DRV02394,mOtOr,4.04,Aktif
DRV02395,Mobil,3.97,Aktif
DRV02396,Mobil,4.77,aktif
DRV02397,mOtOr,4.15,aktif
DRV02398,mOtOr,3.93,Aktif
DRV02399,mobil,3.75,Aktif
DRV02400,Mobil,4.73,aktif
DRV02401,Motor,4.07,Aktif
DRV02402,Mobil,3.78,nonaktif
DRV02403,Motor,4.91,nonaktif
DRV02404,Motor,3.85,Aktif
DRV02405,MOTOR,3.84,Aktif
DRV02406,mOtOr,3.74,aktif
DRV02407,Mobil,4.11,Aktif
DRV02408,Mobil,3.94,Aktif
DRV02409,Mobil,5.0,Aktif
DRV02410,MOTOR,4.04,nonaktif
DRV02411,MOTOR,3.9,Aktif
DRV02412,Mobil,4.02,aktif
DRV02413,Motor,,nonaktif
DRV02414,mobil,4.36,Aktif
DRV02415,mOtOr,3.95,nonaktif
DRV02416,MOTOR,4.57,nonaktif
DRV02417,MOTOR,4.67,Aktif
DRV02418,Mobil,4.58,Aktif
DRV02419,Motor,4.97,Aktif
DRV02420,Motor,3.94,aktif
DRV02421,Mobil,4.13,nonaktif
DRV02422,Mobil,4.3,Aktif
DRV02423,MOTOR,4.52,Aktif
DRV02424,mobil,4.72,aktif
DRV02425,mOtOr,4.4,Aktif
DRV02426,MOTOR,3.8,Aktif
DRV02427,mobil,4.21,aktif
DRV02428,MOTOR,3.56,nonaktif
DRV02429,Mobil,4.28,aktif
DRV02430,Motor,4.21,aktif
DRV02431,mobil,3.62,nonaktif
DRV02432,Mobil,4.38,aktif
DRV02433,MOTOR,3.55,aktif
DRV02434,MOTOR,4.43,aktif
DRV02435,mobil,4.42,nonaktif
DRV02436,Mobil,4.44,aktif
DRV02437,MOTOR,4.4,Aktif
DRV02438,Motor,4.51,nonaktif
DRV02439,Motor,3.72,Aktif
DRV02440,Mobil,4.14,aktif
DRV02441,Mobil,3.88,nonaktif
DRV02442,mOtOr,4.24,Aktif
DRV02443,mOtOr,4.53,aktif
DRV02444,mobil,4.77,nonaktif
DRV02445,Mobil,4.88,aktif
DRV02446,mOtOr,3.69,aktif
DRV02447,Motor,4.15,aktif
DRV02448,mobil,4.91,aktif
DRV02449,Motor,4.83,aktif
DRV02450,mobil,3.87,Aktif
DRV02451,Mobil,4.82,aktif
DRV02452,mobil,4.24,aktif
DRV02453,Mobil,4.71,nonaktif
DRV02454,mOtOr,3.59,nonaktif
DRV02455,mOtOr,,aktif
DRV02456,mobil,3.76,Aktif
DRV02457,MOTOR,4.3,aktif
DRV02458,mobil,4.58,Aktif
DRV02459,mOtOr,3.76,nonaktif
DRV02460,MOTOR,4.96,Aktif
DRV02461,Motor,4.02,nonaktif
DRV02462,mOtOr,4.56,aktif
DRV02463,Mobil,3.84,aktif
DRV02464,Motor,3.92,nonaktif
DRV02465,mOtOr,4.61,Aktif
DRV02466,Motor,4.98,nonaktif
DRV02467,Motor,4.85,nonaktif
DRV02468,Motor,4.9,nonaktif
DRV02469,Mobil,4.55,Aktif
DRV02470,Mobil,4.93,Aktif
DRV02471,MOTOR,3.78,nonaktif
DRV02472,mOtOr,4.15,aktif
DRV02473,mOtOr,4.43,Aktif
DRV02474,mobil,4.18,aktif
DRV02475,Mobil,4.27,aktif
DRV02476,mobil,4.48,aktif
DRV02477,Mobil,4.16,Aktif
DRV02478,mOtOr,4.74,Aktif
DRV02479,mOtOr,3.93,nonaktif
DRV02480,MOTOR,4.83,Aktif
DRV02481,MOTOR,4.03,Aktif
DRV02482,mOtOr,,Aktif
DRV02483,MOTOR,4.91,nonaktif
DRV02484,Motor,4.31,Aktif
DRV02485,MOTOR,4.49,aktif
DRV02486,MOTOR,4.69,Aktif
DRV02487,MOTOR,3.58,nonaktif
DRV02488,Motor,3.51,aktif
DRV02489,mobil,4.58,nonaktif
DRV02490,mobil,3.74,Aktif
DRV02491,MOTOR,4.94,Aktif
DRV02492,MOTOR,4.82,nonaktif
DRV02493,mobil,4.67,aktif
DRV02494,Motor,3.82,aktif
DRV02495,MOTOR,4.25,nonaktif
DRV02496,mOtOr,4.11,nonaktif
DRV02497,Motor,3.99,aktif
DRV02498,Mobil,4.21,aktif
DRV02499,mOtOr,3.63,nonaktif
DRV02500,Mobil,4.8,Aktif
DRV02501,mOtOr,4.41,Aktif
DRV02502,MOTOR,3.51,aktif
DRV02503,Mobil,4.3,aktif
DRV02504,mobil,4.04,aktif
DRV02505,mobil,4.89,nonaktif
DRV02506,mobil,4.97,nonaktif
DRV02507,Mobil,4.0,aktif
DRV02508,mOtOr,4.25,Aktif
DRV02509,Motor,3.89,Aktif
DRV02510,MOTOR,3.93,nonaktif
DRV02511,MOTOR,4.1,nonaktif
DRV02512,mobil,4.02,Aktif
DRV02513,MOTOR,3.59,nonaktif
DRV02514,mOtOr,4.94,aktif
DRV02515,Mobil,4.67,aktif
DRV02516,MOTOR,4.68,aktif
DRV02517,mobil,4.17,nonaktif
DRV02518,Motor,3.81,aktif
DRV02519,Motor,3.91,nonaktif
DRV02520,mOtOr,4.95,nonaktif
DRV02521,mOtOr,4.01,aktif
DRV02522,mOtOr,4.01,Aktif
DRV02523,Motor,4.33,aktif
DRV02524,Mobil,4.61,Aktif
DRV02525,Motor,3.6,nonaktif
DRV02526,mOtOr,3.79,Aktif
DRV02527,mobil,4.2,Aktif
DRV02528,Mobil,4.4,Aktif
DRV02529,Mobil,3.57,Aktif
DRV02530,Motor,4.63,nonaktif
DRV02531,Mobil,4.12,Aktif
DRV02532,Mobil,4.51,nonaktif
DRV02533,Mobil,4.46,Aktif
DRV02534,Motor,4.16,nonaktif
DRV02535,mOtOr,4.92,nonaktif
DRV02536,Motor,4.61,aktif
DRV02537,MOTOR,4.64,nonaktif
DRV02538,mOtOr,3.68,Aktif
DRV02539,mobil,4.85,aktif
DRV02540,mobil,3.73,Aktif
DRV02541,Motor,4.07,Aktif
DRV02542,Mobil,4.11,aktif
DRV02543,mOtOr,4.4,Aktif
DRV02544,mobil,4.68,Aktif
DRV02545,mobil,3.93,aktif
DRV02546,MOTOR,3.93,nonaktif
DRV02547,Motor,4.04,aktif
DRV02548,mobil,4.53,Aktif
DRV02549,Motor,4.82,nonaktif
DRV02550,mobil,4.84,nonaktif
DRV02551,MOTOR,4.43,aktif
DRV02552,Motor,3.77,Aktif
DRV02553,mobil,3.59,aktif
DRV02554,mobil,4.78,Aktif
DRV02555,mOtOr,4.89,aktif
DRV02556,Motor,4.17,Aktif
DRV02557,Mobil,3.57,nonaktif
DRV02558,Motor,3.63,aktif
DRV02559,Motor,4.71,Aktif
DRV02560,MOTOR,3.9,Aktif
DRV02561,mOtOr,4.42,aktif
DRV02562,Motor,4.23,aktif
DRV02563,mOtOr,3.66,Aktif
DRV02564,mOtOr,4.8,aktif
DRV02565,Motor,4.52,Aktif
DRV02566,MOTOR,3.83,aktif
DRV02567,Motor,3.62,Aktif
DRV02568,mobil,4.32,nonaktif
DRV02569,mobil,4.99,Aktif
DRV02570,mOtOr,4.63,aktif
DRV02571,MOTOR,4.21,nonaktif
DRV02572,MOTOR,4.68,Aktif
DRV02573,mOtOr,3.95,aktif
DRV02574,Mobil,,nonaktif
DRV02575,mOtOr,3.63,Aktif
DRV02576,Mobil,3.78,aktif
DRV02577,mOtOr,3.77,aktif
DRV02578,Mobil,4.34,aktif
DRV02579,MOTOR,4.88,aktif
DRV02580,mobil,3.51,Aktif
DRV02581,MOTOR,3.82,Aktif
DRV02582,MOTOR,4.29,nonaktif
DRV02583,Motor,3.5,aktif
DRV02584,Motor,4.17,aktif
DRV02585,MOTOR,3.98,aktif
DRV02586,Motor,3.91,Aktif
DRV02587,Motor,4.01,aktif
DRV02588,Mobil,4.72,Aktif
DRV02589,Mobil,3.91,aktif
DRV02590,mobil,3.83,nonaktif
DRV02591,Mobil,4.11,nonaktif
DRV02592,Motor,3.98,Aktif
DRV02593,mobil,4.48,nonaktif
DRV02594,mobil,4.01,Aktif
DRV02595,MOTOR,4.61,aktif
DRV02596,mOtOr,4.37,aktif
DRV02597,mobil,4.71,Aktif
DRV02598,mOtOr,4.9,nonaktif
DRV02599,Motor,3.98,nonaktif
DRV02600,mOtOr,3.9,nonaktif
DRV02601,mOtOr,4.31,nonaktif
DRV02602,mOtOr,4.52,nonaktif
DRV02603,Motor,3.64,aktif
DRV02604,MOTOR,4.29,nonaktif
DRV02605,mOtOr,4.9,aktif
DRV02606,Mobil,4.56,Aktif
DRV02607,mOtOr,4.45,nonaktif
DRV02608,Motor,4.93,Aktif
DRV02609,Mobil,4.56,aktif
DRV02610,mobil,4.97,nonaktif
DRV02611,Mobil,4.36,aktif
DRV02612,mobil,4.89,aktif
DRV02613,MOTOR,3.66,Aktif
DRV02614,Mobil,4.55,nonaktif
DRV02615,mOtOr,3.64,nonaktif
DRV02616,mobil,4.86,Aktif
DRV02617,mOtOr,3.65,Aktif
DRV02618,mOtOr,4.99,aktif
DRV02619,mobil,3.87,aktif
DRV02620,Motor,4.02,Aktif
DRV02621,Mobil,4.24,nonaktif
DRV02622,MOTOR,3.91,Aktif
DRV02623,Motor,4.72,Aktif
DRV02624,Motor,3.91,Aktif
DRV02625,Mobil,,nonaktif
DRV02626,mobil,4.8,nonaktif
DRV02627,Mobil,3.85,aktif
DRV02628,mobil,3.88,Aktif
DRV02629,mobil,3.51,Aktif
DRV02630,mobil,4.51,aktif
DRV02631,Mobil,4.82,aktif
DRV02632,Mobil,4.84,nonaktif
DRV02633,mOtOr,3.55,aktif
DRV02634,Mobil,4.38,nonaktif
DRV02635,Mobil,3.9,nonaktif
DRV02636,mobil,3.97,Aktif
DRV02637,mobil,3.52,nonaktif
DRV02638,mOtOr,3.93,aktif
DRV02639,MOTOR,3.99,Aktif
DRV02640,MOTOR,4.45,Aktif
DRV02641,Mobil,4.85,nonaktif
DRV02642,Motor,4.39,aktif
DRV02643,mobil,4.4,nonaktif
DRV02644,MOTOR,4.04,Aktif
DRV02645,mOtOr,3.81,Aktif
DRV02646,Motor,3.78,aktif
DRV02647,mOtOr,3.89,aktif
DRV02648,MOTOR,3.85,aktif
DRV02649,mobil,4.21,nonaktif
DRV02650,mOtOr,3.92,aktif
DRV02651,mOtOr,4.51,nonaktif
DRV02652,mOtOr,4.54,Aktif
DRV02653,Motor,4.42,Aktif
DRV02654,mobil,3.94,nonaktif
DRV02655,Mobil,3.63,Aktif
DRV02656,Mobil,4.0,Aktif
DRV02657,mobil,3.58,nonaktif
DRV02658,Mobil,4.15,nonaktif
DRV02659,mobil,4.07,nonaktif
DRV02660,Motor,3.56,Aktif
DRV02661,MOTOR,4.45,Aktif
DRV02662,Motor,4.74,nonaktif
DRV02663,Mobil,4.64,nonaktif
DRV02664,mobil,3.86,Aktif
DRV02665,Mobil,5.0,Aktif
DRV02666,mOtOr,4.89,nonaktif
DRV02667,MOTOR,3.99,aktif
DRV02668,Mobil,4.92,aktif
DRV02669,mobil,4.63,Aktif
DRV02670,mobil,4.25,Aktif
DRV02671,MOTOR,3.68,Aktif
DRV02672,Motor,4.74,aktif
DRV02673,mOtOr,3.84,aktif
DRV02674,MOTOR,3.52,Aktif
DRV02675,Mobil,4.96,aktif
DRV02676,Motor,4.18,nonaktif
DRV02677,mOtOr,4.41,nonaktif
DRV02678,Motor,4.24,nonaktif
DRV02679,Mobil,4.48,nonaktif
DRV02680,Motor,3.64,nonaktif
DRV02681,mobil,4.41,nonaktif
DRV02682,mOtOr,3.86,aktif
DRV02683,Mobil,4.68,Aktif
DRV02684,MOTOR,4.09,Aktif
DRV02685,Mobil,4.39,nonaktif
DRV02686,MOTOR,3.63,aktif
DRV02687,mOtOr,4.69,Aktif
DRV02688,mOtOr,3.67,aktif
DRV02689,Motor,4.61,nonaktif
DRV02690,mobil,4.38,nonaktif
DRV02691,mOtOr,3.58,Aktif
DRV02692,MOTOR,4.65,Aktif
DRV02693,Motor,4.18,Aktif
DRV02694,Motor,4.54,nonaktif
DRV02695,mobil,3.64,aktif
DRV02696,mobil,3.65,aktif
DRV02697,mobil,3.69,nonaktif
DRV02698,Mobil,4.44,Aktif
DRV02699,MOTOR,4.73,aktif
DRV02700,Motor,4.26,Aktif
DRV02701,Mobil,3.88,aktif
DRV02702,mobil,4.34,nonaktif
DRV02703,Mobil,3.68,Aktif
DRV02704,mobil,3.68,aktif
DRV02705,mOtOr,4.14,Aktif
DRV02706,Mobil,4.41,Aktif
DRV02707,Motor,5.0,nonaktif
DRV02708,MOTOR,4.73,nonaktif
DRV02709,mobil,,nonaktif
DRV02710,Mobil,4.6,nonaktif
DRV02711,mobil,4.02,Aktif
DRV02712,Mobil,3.58,Aktif
DRV02713,Mobil,4.88,aktif
DRV02714,MOTOR,4.04,nonaktif
DRV02715,mOtOr,4.28,Aktif
DRV02716,MOTOR,3.86,aktif
DRV02717,MOTOR,4.66,Aktif
DRV02718,Mobil,4.85,aktif
DRV02719,MOTOR,3.86,aktif
DRV02720,MOTOR,,nonaktif
DRV02721,mOtOr,4.48,nonaktif
DRV02722,mOtOr,4.23,aktif
DRV02723,mOtOr,3.93,aktif
DRV02724,Mobil,4.3,aktif
DRV02725,Motor,4.5,aktif
DRV02726,Mobil,4.19,nonaktif
DRV02727,Mobil,3.93,aktif
DRV02728,Mobil,3.87,aktif
DRV02729,Motor,4.94,aktif
DRV02730,mOtOr,4.56,nonaktif
DRV02731,mOtOr,4.88,aktif
DRV02732,mobil,4.62,aktif
DRV02733,Mobil,3.92,Aktif
DRV02734,Mobil,3.87,aktif
DRV02735,mobil,4.05,Aktif
DRV02736,mOtOr,4.52,aktif
DRV02737,MOTOR,4.26,nonaktif
DRV02738,MOTOR,4.56,Aktif
DRV02739,mOtOr,3.81,aktif
DRV02740,Mobil,3.58,Aktif
DRV02741,MOTOR,4.7,Aktif
DRV02742,Mobil,4.67,aktif
DRV02743,Motor,3.78,nonaktif
DRV02744,mOtOr,4.64,nonaktif
DRV02745,Mobil,4.93,aktif
DRV02746,Mobil,3.73,nonaktif
DRV02747,mobil,4.42,nonaktif
DRV02748,MOTOR,4.62,aktif
DRV02749,mOtOr,3.69,Aktif
DRV02750,Mobil,4.13,aktif
DRV02751,mOtOr,4.99,aktif
DRV02752,Mobil,3.63,Aktif
DRV02753,mobil,4.37,aktif
DRV02754,MOTOR,4.08,nonaktif
DRV02755,MOTOR,3.58,Aktif
DRV02756,Motor,3.54,Aktif
DRV02757,Motor,4.67,nonaktif
DRV02758,mobil,4.91,Aktif
DRV02759,mobil,3.69,aktif
DRV02760,MOTOR,,Aktif
DRV02761,MOTOR,3.83,nonaktif
